date,product_id,product_category,region,daily_sales,price,promotion,weekday
2023-03-06,1003,Household,Urban,1346,13.38250231,1,0
2023-03-07,1005,Snacks,Urban,1089,16.40303263,0,1
2023-03-08,1001,Beverages,Semi-Urban,471,12.66754491,0,2
2023-03-09,1003,Household,Urban,1034,17.3317394,1,3
2023-03-10,1002,Dairy,Rural,1094,8.455480709,1,4
2023-03-11,1003,Household,Semi-Urban,501,19.16822162,0,5
2023-03-12,1003,Household,Rural,1566,3.529755079,0,6
2023-03-13,1005,Snacks,Urban,1613,2.940841063,0,0
2023-03-14,1002,Dairy,Semi-Urban,714,13.51515078,0,1
2023-03-15,1003,Household,Rural,1396,18.91379169,1,2
2023-03-16,1001,Beverages,Semi-Urban,1649,16.36878577,1,3
2023-03-17,1001,Beverages,Semi-Urban,1282,2.451920329,1,4
2023-03-18,1004,Personal Care,Urban,1275,6.307986565,1,5
2023-03-19,1002,Dairy,Rural,1094,18.67605881,0,6
2023-03-20,1002,Dairy,Semi-Urban,719,5.808110223,0,0
2023-03-21,1004,Personal Care,Semi-Urban,287,15.84223805,1,1
2023-03-22,1003,Household,Rural,1936,16.67751172,1,2
2023-03-23,1002,Dairy,Semi-Urban,1221,10.41358997,1,3
2023-03-24,1001,Beverages,Semi-Urban,230,8.340629287,1,4
2023-03-25,1001,Beverages,Semi-Urban,904,9.552364216,1,5
2023-03-26,1005,Snacks,Rural,1294,5.312329193,1,6
2023-03-27,1002,Dairy,Rural,1035,17.89842741,1,0
2023-03-28,1003,Household,Rural,1085,9.561773478,1,1
2023-03-29,1004,Personal Care,Rural,282,17.76672937,1,2
2023-03-30,1004,Personal Care,Urban,1082,3.008176118,0,3
2023-03-31,1003,Household,Semi-Urban,463,19.77723015,1,4
2023-04-01,1005,Snacks,Rural,138,9.422188661,0,5
2023-04-02,1004,Personal Care,Semi-Urban,1650,1.908785587,0,6
2023-04-03,1002,Dairy,Semi-Urban,596,1.722415117,1,0
2023-04-04,1005,Snacks,Urban,1639,15.17793789,1,1
2023-04-05,1002,Dairy,Rural,1472,13.52167515,0,2
2023-04-06,1001,Beverages,Rural,1081,16.2404806,0,3
2023-04-07,1005,Snacks,Semi-Urban,1020,3.001983145,1,4
2023-04-08,1004,Personal Care,Rural,1520,1.675846474,0,5
2023-04-09,1005,Snacks,Semi-Urban,821,10.6630065,1,6
2023-04-10,1005,Snacks,Semi-Urban,1284,8.364309398,1,0
2023-04-11,1005,Snacks,Urban,115,9.776991797,1,1
2023-04-12,1005,Snacks,Urban,592,19.84017977,0,2
2023-04-13,1002,Dairy,Urban,1549,19.4442492,0,3
2023-04-14,1001,Beverages,Semi-Urban,1231,18.9039924,1,4
2023-04-15,1003,Household,Rural,993,15.89301086,0,5
2023-04-16,1005,Snacks,Urban,1573,7.741985845,0,6
2023-04-17,1004,Personal Care,Rural,410,8.830487675,0,0
2023-04-18,1005,Snacks,Urban,838,11.44270483,0,1
2023-04-19,1004,Personal Care,Urban,1293,16.78015467,0,2
2023-04-20,1002,Dairy,Semi-Urban,645,2.305543818,0,3
2023-04-21,1004,Personal Care,Urban,513,9.061640832,0,4
2023-04-22,1003,Household,Urban,350,2.569735606,1,5
2023-04-23,1001,Beverages,Semi-Urban,858,10.77849414,0,6
2023-04-24,1004,Personal Care,Rural,1904,18.07911566,0,0
2023-04-25,1004,Personal Care,Urban,1264,15.86721357,0,1
2023-04-26,1001,Beverages,Semi-Urban,1397,5.329005933,0,2
2023-04-27,1003,Household,Urban,1539,19.54382614,0,3
2023-04-28,1005,Snacks,Semi-Urban,1731,13.67965756,0,4
2023-04-29,1004,Personal Care,Rural,1862,1.198126289,0,5
2023-04-30,1001,Beverages,Rural,1162,5.852856209,0,6
2023-05-01,1002,Dairy,Semi-Urban,913,5.953552698,1,0
2023-05-02,1001,Beverages,Semi-Urban,128,2.315831819,0,1
2023-05-03,1002,Dairy,Semi-Urban,1057,19.23670384,0,2
2023-05-04,1003,Household,Rural,576,10.0868506,0,3
2023-05-05,1005,Snacks,Urban,417,18.02047735,0,4
2023-05-06,1001,Beverages,Rural,344,7.122094565,1,5
2023-05-07,1004,Personal Care,Semi-Urban,847,3.379437838,1,6
2023-05-08,1003,Household,Semi-Urban,796,10.01238609,1,0
2023-05-09,1001,Beverages,Rural,371,3.16517606,1,1
2023-05-10,1004,Personal Care,Semi-Urban,1563,10.23429456,1,2
2023-05-11,1001,Beverages,Rural,1871,18.48564644,1,3
2023-05-12,1002,Dairy,Semi-Urban,1362,10.89459469,1,4
2023-05-13,1001,Beverages,Urban,476,12.71349481,1,5
2023-05-14,1001,Beverages,Urban,365,3.976130303,1,6
2023-05-15,1001,Beverages,Semi-Urban,1025,1.830976892,1,0
2023-05-16,1003,Household,Rural,1020,3.105351281,1,1
2023-05-17,1001,Beverages,Urban,1482,12.37209994,1,2
2023-05-18,1004,Personal Care,Rural,439,2.805222281,1,3
2023-05-19,1002,Dairy,Semi-Urban,488,8.143864909,1,4
2023-05-20,1002,Dairy,Rural,676,11.45174687,1,5
2023-05-21,1001,Beverages,Urban,1812,8.384403174,1,6
2023-05-22,1003,Household,Rural,102,4.109992228,0,0
2023-05-23,1003,Household,Rural,1552,6.202034843,1,1
2023-05-24,1004,Personal Care,Semi-Urban,1265,18.63803312,0,2
2023-05-25,1001,Beverages,Semi-Urban,475,13.84366324,1,3
2023-05-26,1002,Dairy,Semi-Urban,1793,10.42490893,1,4
2023-05-27,1003,Household,Urban,423,1.24158291,0,5
2023-05-28,1001,Beverages,Urban,245,19.85589261,1,6
2023-05-29,1003,Household,Semi-Urban,392,13.75764376,0,0
2023-05-30,1003,Household,Semi-Urban,1788,7.02152707,0,1
2023-05-31,1002,Dairy,Urban,531,17.70610454,0,2
2023-06-01,1005,Snacks,Urban,804,5.910200786,1,3
2023-06-02,1004,Personal Care,Urban,1048,11.336315,1,4
2023-06-03,1004,Personal Care,Urban,684,13.08534451,1,5
2023-06-04,1002,Dairy,Semi-Urban,498,5.200204058,0,6
2023-06-05,1003,Household,Urban,916,19.5895483,0,0
2023-06-06,1001,Beverages,Semi-Urban,1467,15.21564621,1,1
2023-06-07,1003,Household,Rural,1063,11.59845128,1,2
2023-06-08,1002,Dairy,Rural,1263,4.431297365,1,3
2023-06-09,1004,Personal Care,Urban,286,2.023305933,1,4
2023-06-10,1003,Household,Rural,1928,7.081136818,1,5
2023-06-11,1004,Personal Care,Rural,160,15.31055938,0,6
2023-06-12,1001,Beverages,Rural,1038,6.117294668,0,0
2023-06-13,1004,Personal Care,Urban,1503,11.25156819,0,1
2023-06-14,1004,Personal Care,Urban,809,14.83099636,1,2
2023-06-15,1005,Snacks,Rural,906,3.050930578,0,3
2023-06-16,1005,Snacks,Semi-Urban,1563,14.02066231,0,4
2023-06-17,1005,Snacks,Rural,1442,2.745546866,0,5
2023-06-18,1004,Personal Care,Urban,1425,19.3374651,0,6
2023-06-19,1002,Dairy,Urban,1467,10.27948847,0,0
2023-06-20,1004,Personal Care,Urban,110,3.862846046,1,1
2023-06-21,1002,Dairy,Rural,1185,7.505289085,0,2
2023-06-22,1002,Dairy,Semi-Urban,1968,8.854912537,1,3
2023-06-23,1005,Snacks,Urban,325,15.40551521,1,4
2023-06-24,1003,Household,Urban,1276,15.12505194,1,5
2023-06-25,1001,Beverages,Rural,1834,12.6268696,1,6
2023-06-26,1005,Snacks,Semi-Urban,663,3.012683539,1,0
2023-06-27,1005,Snacks,Rural,871,3.87981806,0,1
2023-06-28,1003,Household,Urban,1694,2.781381492,0,2
2023-06-29,1001,Beverages,Semi-Urban,1707,11.96628288,1,3
2023-06-30,1004,Personal Care,Semi-Urban,1783,17.66563039,1,4
2023-07-01,1004,Personal Care,Urban,1984,9.242209733,1,5
2023-07-02,1005,Snacks,Semi-Urban,1698,4.056115305,0,6
2023-07-03,1001,Beverages,Semi-Urban,1433,11.60280418,1,0
2023-07-04,1005,Snacks,Rural,984,16.42329212,0,1
2023-07-05,1002,Dairy,Urban,1366,15.09252917,1,2
2023-07-06,1005,Snacks,Urban,1616,17.74756481,0,3
2023-07-07,1005,Snacks,Urban,1489,6.280139848,1,4
2023-07-08,1004,Personal Care,Urban,1453,4.685123478,0,5
2023-07-09,1004,Personal Care,Urban,1230,17.71651323,1,6
2023-07-10,1004,Personal Care,Semi-Urban,325,13.49364594,0,0
2023-07-11,1002,Dairy,Rural,924,6.90764967,0,1
2023-07-12,1004,Personal Care,Urban,317,15.10461296,0,2
2023-07-13,1001,Beverages,Rural,1036,16.48724931,0,3
2023-07-14,1003,Household,Rural,852,12.68458657,0,4
2023-07-15,1001,Beverages,Semi-Urban,605,14.06979809,0,5
2023-07-16,1001,Beverages,Urban,358,8.129938184,0,6
2023-07-17,1004,Personal Care,Semi-Urban,1897,11.23521768,1,0
2023-07-18,1003,Household,Urban,1640,10.95902424,1,1
2023-07-19,1003,Household,Semi-Urban,1896,17.11290803,1,2
2023-07-20,1003,Household,Rural,153,16.95931563,1,3
2023-07-21,1002,Dairy,Urban,1170,16.82092892,1,4
2023-07-22,1004,Personal Care,Rural,826,1.209600671,0,5
2023-07-23,1003,Household,Rural,788,15.2413642,0,6
2023-07-24,1002,Dairy,Semi-Urban,1644,15.41485141,0,0
2023-07-25,1005,Snacks,Urban,1222,13.88919763,0,1
2023-07-26,1005,Snacks,Rural,1143,15.3690285,0,2
2023-07-27,1002,Dairy,Semi-Urban,1876,16.99743706,1,3
2023-07-28,1002,Dairy,Urban,1696,9.936062028,1,4
2023-07-29,1004,Personal Care,Urban,1613,10.53895406,1,5
2023-07-30,1004,Personal Care,Rural,518,3.369567081,1,6
2023-07-31,1005,Snacks,Urban,789,8.322141778,0,0
2023-08-01,1003,Household,Rural,949,13.22393842,0,1
2023-08-02,1005,Snacks,Urban,161,15.82759575,0,2
2023-08-03,1003,Household,Semi-Urban,1268,5.126972856,1,3
2023-08-04,1003,Household,Rural,315,3.618635084,0,4
2023-08-05,1004,Personal Care,Rural,102,13.59779809,1,5
2023-08-06,1001,Beverages,Urban,259,1.035717787,0,6
2023-08-07,1001,Beverages,Urban,1862,4.389079102,0,0
2023-08-08,1002,Dairy,Rural,880,1.552356227,1,1
2023-08-09,1004,Personal Care,Urban,1243,4.170817239,0,2
2023-08-10,1003,Household,Semi-Urban,992,4.445066319,0,3
2023-08-11,1001,Beverages,Urban,1212,8.3657983,1,4
2023-08-12,1003,Household,Semi-Urban,428,8.644215369,0,5
2023-08-13,1001,Beverages,Semi-Urban,679,17.61098694,1,6
2023-08-14,1001,Beverages,Semi-Urban,1480,10.69208454,0,0
2023-08-15,1001,Beverages,Semi-Urban,1733,14.74469055,0,1
2023-08-16,1004,Personal Care,Semi-Urban,1390,2.9786098,0,2
2023-08-17,1005,Snacks,Urban,1740,5.283336354,0,3
2023-08-18,1003,Household,Semi-Urban,1051,14.35592538,0,4
2023-08-19,1004,Personal Care,Urban,1446,2.003275249,0,5
2023-08-20,1004,Personal Care,Semi-Urban,734,10.24535558,0,6
2023-08-21,1004,Personal Care,Rural,1087,12.38801035,0,0
2023-08-22,1004,Personal Care,Semi-Urban,1664,12.44076724,1,1
2023-08-23,1004,Personal Care,Rural,1772,1.435723414,1,2
2023-08-24,1002,Dairy,Semi-Urban,1318,7.12005208,0,3
2023-08-25,1003,Household,Semi-Urban,1020,13.09332237,0,4
2023-08-26,1004,Personal Care,Semi-Urban,837,3.830994987,1,5
2023-08-27,1003,Household,Rural,1455,14.21289732,0,6
2023-08-28,1002,Dairy,Rural,269,15.17257897,0,0
2023-08-29,1002,Dairy,Semi-Urban,620,19.65741462,1,1
2023-08-30,1003,Household,Urban,1586,4.986997902,0,2
2023-08-31,1001,Beverages,Semi-Urban,139,16.67748269,0,3
2023-09-01,1005,Snacks,Rural,1660,10.88563496,1,4
2023-09-02,1001,Beverages,Semi-Urban,1384,8.095789327,0,5
2023-09-03,1001,Beverages,Rural,1518,3.325158389,0,6
2023-09-04,1001,Beverages,Rural,1054,14.97460652,1,0
2023-09-05,1004,Personal Care,Rural,1349,5.481294384,0,1
2023-09-06,1002,Dairy,Semi-Urban,1083,8.057018036,1,2
2023-09-07,1001,Beverages,Rural,1247,2.188302311,0,3
2023-09-08,1002,Dairy,Rural,1074,16.2259714,0,4
2023-09-09,1003,Household,Semi-Urban,137,15.56518196,1,5
2023-09-10,1005,Snacks,Rural,427,14.93870077,1,6
2023-09-11,1003,Household,Semi-Urban,1374,6.689426699,0,0
2023-09-12,1003,Household,Rural,1299,4.296121411,1,1
2023-09-13,1004,Personal Care,Urban,1725,13.11351202,1,2
2023-09-14,1005,Snacks,Urban,1013,10.4271613,0,3
2023-09-15,1003,Household,Rural,553,4.386796871,0,4
2023-09-16,1003,Household,Urban,136,14.03231415,0,5
2023-09-17,1005,Snacks,Semi-Urban,1439,19.8314022,1,6
2023-09-18,1005,Snacks,Urban,1811,15.19717217,1,0
2023-09-19,1003,Household,Rural,1072,15.05974135,1,1
2023-09-20,1005,Snacks,Rural,895,19.05594231,1,2
2023-09-21,1003,Household,Semi-Urban,1072,4.855790984,0,3
2023-09-22,1003,Household,Rural,692,11.74544933,1,4
2023-09-23,1004,Personal Care,Semi-Urban,1237,19.61328759,0,5
2023-09-24,1001,Beverages,Urban,1163,4.140588108,1,6
2023-09-25,1003,Household,Urban,1424,14.30478723,0,0
2023-09-26,1002,Dairy,Semi-Urban,323,12.13039277,0,1
2023-09-27,1001,Beverages,Semi-Urban,417,12.14310275,0,2
2023-09-28,1001,Beverages,Rural,448,14.25574192,1,3
2023-09-29,1001,Beverages,Urban,214,18.66272153,0,4
2023-09-30,1004,Personal Care,Semi-Urban,797,15.86905686,0,5
2023-10-01,1003,Household,Urban,1446,2.066585965,1,6
2023-10-02,1004,Personal Care,Semi-Urban,1691,17.20183238,0,0
2023-10-03,1003,Household,Urban,1163,5.285285269,1,1
2023-10-04,1004,Personal Care,Rural,1989,8.16136913,1,2
2023-10-05,1004,Personal Care,Urban,139,9.772923459,0,3
2023-10-06,1002,Dairy,Urban,1982,10.13721401,0,4
2023-10-07,1004,Personal Care,Urban,1872,9.268427586,1,5
2023-10-08,1005,Snacks,Urban,1412,18.80971259,0,6
2023-10-09,1002,Dairy,Urban,1385,14.41436115,1,0
2023-10-10,1004,Personal Care,Rural,315,12.99224227,1,1
2023-10-11,1001,Beverages,Semi-Urban,1270,1.946998528,1,2
2023-10-12,1005,Snacks,Urban,435,18.17435327,0,3
2023-10-13,1005,Snacks,Rural,1291,18.27841365,1,4
2023-10-14,1005,Snacks,Urban,191,15.82404821,0,5
2023-10-15,1002,Dairy,Urban,452,1.133554872,0,6
2023-10-16,1004,Personal Care,Semi-Urban,670,2.08832477,0,0
2023-10-17,1004,Personal Care,Urban,1694,5.279250343,0,1
2023-10-18,1001,Beverages,Rural,915,3.495638755,1,2
2023-10-19,1001,Beverages,Rural,1804,8.577884564,0,3
2023-10-20,1005,Snacks,Semi-Urban,880,18.5298381,1,4
2023-10-21,1001,Beverages,Urban,462,9.96914825,1,5
2023-10-22,1002,Dairy,Rural,656,1.254649902,0,6
2023-10-23,1004,Personal Care,Urban,1468,6.372168102,1,0
2023-10-24,1005,Snacks,Urban,1816,1.847303259,1,1
2023-10-25,1001,Beverages,Urban,1293,1.68946483,0,2
2023-10-26,1002,Dairy,Semi-Urban,455,6.238677209,1,3
2023-10-27,1002,Dairy,Urban,290,6.236634435,1,4
2023-10-28,1001,Beverages,Rural,1790,15.95540545,1,5
2023-10-29,1004,Personal Care,Urban,521,19.5218584,1,6
2023-10-30,1001,Beverages,Rural,799,8.052934784,0,0
2023-10-31,1005,Snacks,Urban,106,9.148850698,1,1
2023-11-01,1001,Beverages,Rural,232,17.05099929,1,2
2023-11-02,1002,Dairy,Rural,1870,6.094641382,1,3
2023-11-03,1001,Beverages,Urban,656,3.971254284,1,4
2023-11-04,1004,Personal Care,Urban,925,17.20870284,0,5
2023-11-05,1003,Household,Rural,860,1.883511142,1,6
2023-11-06,1001,Beverages,Semi-Urban,1154,12.77428936,0,0
2023-11-07,1004,Personal Care,Urban,634,11.6778641,1,1
2023-11-08,1004,Personal Care,Semi-Urban,525,7.572488503,0,2
2023-11-09,1002,Dairy,Urban,1517,6.988600901,0,3
2023-11-10,1004,Personal Care,Urban,771,15.6652968,0,4
2023-11-11,1004,Personal Care,Urban,462,2.642067604,0,5
2023-11-12,1004,Personal Care,Urban,1560,5.498901877,0,6
2023-11-13,1004,Personal Care,Semi-Urban,1793,14.9165259,1,0
2023-11-14,1005,Snacks,Urban,1674,11.41809109,1,1
2023-11-15,1005,Snacks,Rural,181,3.431775962,1,2
2023-11-16,1002,Dairy,Rural,455,17.76057667,0,3
2023-11-17,1001,Beverages,Semi-Urban,1381,8.475509085,1,4
2023-11-18,1004,Personal Care,Urban,1841,16.72949913,0,5
2023-11-19,1001,Beverages,Rural,688,15.9665473,0,6
2023-11-20,1001,Beverages,Semi-Urban,1647,12.86408348,1,0
2023-11-21,1002,Dairy,Urban,394,10.39514149,1,1
2023-11-22,1004,Personal Care,Rural,1347,19.61146597,0,2
2023-11-23,1004,Personal Care,Rural,1648,3.754336375,0,3
2023-11-24,1003,Household,Semi-Urban,1169,14.77795882,1,4
2023-11-25,1001,Beverages,Urban,1790,4.632623328,1,5
2023-11-26,1001,Beverages,Urban,1236,7.426999001,1,6
2023-11-27,1005,Snacks,Rural,1356,6.865276124,1,0
2023-11-28,1003,Household,Rural,116,18.99368377,0,1
2023-11-29,1005,Snacks,Rural,459,19.37976738,1,2
2023-11-30,1005,Snacks,Urban,1346,4.47729344,1,3
2023-12-01,1005,Snacks,Semi-Urban,965,1.418668046,1,4
2023-12-02,1002,Dairy,Semi-Urban,799,14.68015275,0,5
2023-12-03,1002,Dairy,Urban,547,8.941808744,0,6
2023-12-04,1005,Snacks,Semi-Urban,955,2.687964657,0,0
2023-12-05,1003,Household,Rural,464,13.99132801,0,1
2023-12-06,1001,Beverages,Semi-Urban,774,11.35700504,1,2
2023-12-07,1003,Household,Semi-Urban,1107,19.62981962,0,3
2023-12-08,1004,Personal Care,Semi-Urban,1449,5.320780421,1,4
2023-12-09,1002,Dairy,Rural,566,8.67557965,1,5
2023-12-10,1001,Beverages,Urban,513,11.30837026,1,6
2023-12-11,1001,Beverages,Rural,1578,16.04229978,1,0
2023-12-12,1004,Personal Care,Urban,685,11.42793448,0,1
2023-12-13,1004,Personal Care,Urban,1356,12.64510306,0,2
2023-12-14,1005,Snacks,Urban,1347,5.29679398,0,3
2023-12-15,1002,Dairy,Semi-Urban,1093,17.09145583,1,4
2023-12-16,1002,Dairy,Semi-Urban,1954,9.143980392,1,5
2023-12-17,1003,Household,Urban,1535,3.678232923,1,6
2023-12-18,1005,Snacks,Urban,671,13.61957038,1,0
2023-12-19,1005,Snacks,Semi-Urban,434,5.105718611,1,1
2023-12-20,1005,Snacks,Rural,1345,2.853687695,0,2
2023-12-21,1005,Snacks,Urban,136,17.37775126,1,3
2023-12-22,1002,Dairy,Rural,1088,9.743083025,0,4
2023-12-23,1002,Dairy,Semi-Urban,377,15.23639054,1,5
2023-12-24,1005,Snacks,Urban,1319,6.521163636,1,6
2023-12-25,1003,Household,Rural,1015,15.95243256,0,0
2023-12-26,1001,Beverages,Rural,1987,3.126782613,0,1
2023-12-27,1001,Beverages,Rural,583,7.763494102,1,2
2023-12-28,1003,Household,Semi-Urban,1365,19.58317454,1,3
2023-12-29,1005,Snacks,Semi-Urban,1447,16.08580461,1,4
2023-12-30,1002,Dairy,Rural,830,10.44786268,1,5
2023-12-31,1001,Beverages,Rural,291,7.45577196,0,6
2024-01-01,1004,Personal Care,Semi-Urban,1140,17.5705783,1,0
2024-01-02,1004,Personal Care,Rural,623,11.35210742,0,1
2024-01-03,1003,Household,Rural,1017,15.41007534,1,2
2024-01-04,1005,Snacks,Semi-Urban,500,15.32804593,0,3
2024-01-05,1001,Beverages,Rural,985,1.340967893,0,4
2024-01-06,1005,Snacks,Rural,804,3.398821873,1,5
2024-01-07,1001,Beverages,Rural,121,13.53295796,0,6
2024-01-08,1003,Household,Semi-Urban,573,4.070776414,1,0
2024-01-09,1003,Household,Rural,1243,5.854373548,0,1
2024-01-10,1004,Personal Care,Semi-Urban,309,18.98612113,1,2
2024-01-11,1005,Snacks,Semi-Urban,405,11.64346291,0,3
2024-01-12,1004,Personal Care,Urban,1393,15.26386063,1,4
2024-01-13,1005,Snacks,Urban,803,11.60163404,1,5
2024-01-14,1004,Personal Care,Rural,786,11.49775868,0,6
2024-01-15,1002,Dairy,Semi-Urban,384,2.788886292,0,0
2024-01-16,1002,Dairy,Urban,815,7.52960066,0,1
2024-01-17,1002,Dairy,Rural,1799,6.366187075,0,2
2024-01-18,1002,Dairy,Urban,862,8.423838947,1,3
2024-01-19,1001,Beverages,Urban,1350,16.16853958,0,4
2024-01-20,1002,Dairy,Semi-Urban,1047,8.06672069,1,5
2024-01-21,1003,Household,Semi-Urban,480,9.582239565,0,6
2024-01-22,1003,Household,Urban,559,8.550246419,1,0
2024-01-23,1001,Beverages,Urban,1130,2.774751468,1,1
2024-01-24,1002,Dairy,Semi-Urban,128,9.380371007,1,2
2024-01-25,1002,Dairy,Rural,1006,4.716576188,1,3
2024-01-26,1002,Dairy,Semi-Urban,1156,4.54774262,0,4
2024-01-27,1004,Personal Care,Urban,1769,2.786685984,0,5
2024-01-28,1005,Snacks,Rural,978,7.776748509,1,6
2024-01-29,1004,Personal Care,Urban,178,15.39215581,0,0
2024-01-30,1005,Snacks,Rural,1046,6.252392121,0,1
2024-01-31,1002,Dairy,Urban,558,6.934632936,1,2
2024-02-01,1002,Dairy,Rural,669,13.2108185,0,3
2024-02-02,1004,Personal Care,Rural,1661,4.720975439,0,4
2024-02-03,1004,Personal Care,Urban,1605,18.04220068,0,5
2024-02-04,1005,Snacks,Rural,1553,10.88361994,1,6
2024-02-05,1003,Household,Semi-Urban,837,9.504455866,0,0
2024-02-06,1005,Snacks,Urban,1408,11.59858365,1,1
2024-02-07,1004,Personal Care,Semi-Urban,615,4.154651955,0,2
2024-02-08,1004,Personal Care,Urban,1222,12.65598963,0,3
2024-02-09,1001,Beverages,Rural,496,7.898913996,0,4
2024-02-10,1004,Personal Care,Rural,1612,18.04654048,1,5
2024-02-11,1001,Beverages,Rural,138,4.208229927,1,6
2024-02-12,1003,Household,Urban,1394,10.63397097,0,0
2024-02-13,1005,Snacks,Semi-Urban,986,12.36413996,1,1
2024-02-14,1005,Snacks,Semi-Urban,896,1.634288434,0,2
2024-02-15,1001,Beverages,Urban,256,7.91016937,1,3
2024-02-16,1005,Snacks,Urban,1198,14.92006946,1,4
2024-02-17,1004,Personal Care,Semi-Urban,983,16.58717264,0,5
2024-02-18,1002,Dairy,Semi-Urban,1923,6.950077902,0,6
2024-02-19,1001,Beverages,Semi-Urban,1253,16.17327218,0,0
2024-02-20,1005,Snacks,Semi-Urban,1810,19.38736166,0,1
2024-02-21,1001,Beverages,Urban,1073,17.28060479,1,2
2024-02-22,1001,Beverages,Urban,1207,3.235235775,1,3
2024-02-23,1002,Dairy,Rural,1145,15.05487631,1,4
2024-02-24,1004,Personal Care,Semi-Urban,1582,7.073669816,0,5
2024-02-25,1001,Beverages,Rural,1662,19.7799038,0,6
2024-02-26,1005,Snacks,Urban,1830,10.22182068,1,0
2024-02-27,1003,Household,Urban,948,3.326244069,0,1
2024-02-28,1001,Beverages,Rural,1505,14.77852541,1,2
2024-02-29,1001,Beverages,Semi-Urban,847,7.137212769,1,3
2024-03-01,1002,Dairy,Semi-Urban,1563,19.94448498,1,4
2024-03-02,1004,Personal Care,Semi-Urban,1727,19.6158667,1,5
2024-03-03,1003,Household,Semi-Urban,1088,13.46654634,1,6
2024-03-04,1005,Snacks,Rural,120,3.46670253,0,0
2024-03-05,1003,Household,Rural,402,14.05035896,0,1
2024-03-06,1005,Snacks,Urban,968,2.767579243,0,2
2024-03-07,1004,Personal Care,Semi-Urban,183,1.557919023,1,3
2024-03-08,1005,Snacks,Semi-Urban,1897,16.63621048,1,4
2024-03-09,1002,Dairy,Semi-Urban,1782,4.985306006,1,5
2024-03-10,1002,Dairy,Rural,1576,8.201515398,1,6
2024-03-11,1002,Dairy,Semi-Urban,1510,19.49569041,0,0
2024-03-12,1002,Dairy,Rural,1630,7.399969535,0,1
2024-03-13,1003,Household,Semi-Urban,1380,6.633305844,1,2
2024-03-14,1004,Personal Care,Semi-Urban,669,18.44595199,1,3
2024-03-15,1005,Snacks,Urban,1033,3.104220461,1,4
2024-03-16,1005,Snacks,Semi-Urban,1650,15.43206579,0,5
2024-03-17,1002,Dairy,Semi-Urban,1285,19.77324577,0,6
2024-03-18,1002,Dairy,Urban,1286,18.1246242,0,0
2024-03-19,1001,Beverages,Rural,1955,13.38169046,1,1
2024-03-20,1004,Personal Care,Rural,1108,6.967155105,1,2
2024-03-21,1003,Household,Semi-Urban,892,5.832117642,0,3
2024-03-22,1005,Snacks,Rural,891,16.56584699,1,4
2024-03-23,1001,Beverages,Semi-Urban,1647,17.71661637,0,5
2024-03-24,1001,Beverages,Urban,1909,10.98326334,1,6
2024-03-25,1005,Snacks,Urban,1394,5.642458875,0,0
2024-03-26,1003,Household,Semi-Urban,591,3.14592096,1,1
2024-03-27,1001,Beverages,Urban,307,2.656409889,0,2
2024-03-28,1001,Beverages,Urban,1662,14.6624715,0,3
2024-03-29,1004,Personal Care,Semi-Urban,1707,8.982255829,0,4
2024-03-30,1003,Household,Semi-Urban,1183,18.20183761,0,5
2024-03-31,1001,Beverages,Urban,529,15.05375471,0,6
2024-04-01,1003,Household,Rural,1084,4.63394794,0,0
2024-04-02,1005,Snacks,Rural,1780,12.66177096,1,1
2024-04-03,1002,Dairy,Semi-Urban,1728,9.274603634,1,2
2024-04-04,1001,Beverages,Semi-Urban,1432,11.96774488,1,3
2024-04-05,1004,Personal Care,Rural,619,15.02331334,0,4
2024-04-06,1005,Snacks,Urban,690,16.31772174,0,5
2024-04-07,1003,Household,Rural,1150,17.0310092,1,6
2024-04-08,1005,Snacks,Rural,1809,5.825522617,0,0
2024-04-09,1001,Beverages,Rural,1685,1.591196398,0,1
2024-04-10,1003,Household,Rural,298,15.04659997,0,2
2024-04-11,1002,Dairy,Semi-Urban,486,3.020530799,0,3
2024-04-12,1005,Snacks,Semi-Urban,448,6.983472184,0,4
2024-04-13,1001,Beverages,Urban,1059,1.072525548,1,5
2024-04-14,1004,Personal Care,Urban,792,13.95172017,1,6
2024-04-15,1003,Household,Urban,1659,4.175508218,1,0
2024-04-16,1005,Snacks,Urban,1951,13.45036578,1,1
2024-04-17,1005,Snacks,Rural,477,19.84310973,1,2
2024-04-18,1002,Dairy,Semi-Urban,998,2.380746561,0,3
2024-04-19,1002,Dairy,Semi-Urban,1015,2.464482227,0,4
2024-04-20,1004,Personal Care,Urban,1681,7.467221761,0,5
2024-04-21,1004,Personal Care,Urban,626,17.46134377,0,6
2024-04-22,1001,Beverages,Rural,1276,5.095067507,1,0
2024-04-23,1001,Beverages,Rural,833,7.847178579,1,1
2024-04-24,1004,Personal Care,Urban,305,2.301602726,1,2
2024-04-25,1004,Personal Care,Semi-Urban,554,15.49995053,0,3
2024-04-26,1003,Household,Semi-Urban,1396,8.757820512,1,4
2024-04-27,1002,Dairy,Semi-Urban,1359,15.42572593,0,5
2024-04-28,1001,Beverages,Urban,1975,18.16854904,1,6
2024-04-29,1002,Dairy,Semi-Urban,1863,5.422499795,1,0
2024-04-30,1002,Dairy,Rural,620,16.34052458,0,1
2024-05-01,1004,Personal Care,Rural,1801,2.122783911,0,2
2024-05-02,1003,Household,Urban,1116,18.07810038,1,3
2024-05-03,1005,Snacks,Rural,1055,13.3646024,1,4
2024-05-04,1003,Household,Urban,1954,17.61030776,0,5
