date,product_id,region,category,weather_condition,daily_sales,price,promotion
2022-04-28,P0019,North,Groceries,Rainy,51,88.82,1
2022-04-28,P0020,North,Toys,Cloudy,68,32.9,0
2022-04-29,P0001,South,Groceries,Rainy,27,34.81,1
2022-04-29,P0002,South,Furniture,Sunny,227,35.96,1
2022-04-29,P0003,South,Groceries,Rainy,220,35.05,0
2022-04-29,P0004,East,Groceries,Sunny,264,56.36,1
2022-04-29,P0005,North,Electronics,Sunny,21,87.1,0
2022-04-29,P0006,East,Toys,Cloudy,8,71.67,0
2022-04-29,P0007,North,Electronics,Snowy,91,36.32,0
2022-04-29,P0008,North,Toys,Snowy,12,35.59,0
2022-04-29,P0009,West,Toys,Snowy,95,53.76,0
2022-04-29,P0010,West,Toys,Rainy,113,82.51,1
2022-04-29,P0011,South,Furniture,Rainy,112,83.69,0
2022-04-29,P0012,South,Furniture,Sunny,105,47.56,1
2022-04-29,P0013,East,Electronics,Rainy,10,54.34,0
2022-04-29,P0014,West,Electronics,Sunny,28,71.43,1
2022-04-29,P0015,North,Clothing,Cloudy,181,37.44,1
2022-04-29,P0016,East,Groceries,Snowy,34,92.15,1
2022-04-29,P0017,West,Toys,Snowy,197,31.21,0
2022-04-29,P0018,West,Clothing,Rainy,218,69.13,1
2022-04-29,P0019,East,Toys,Rainy,11,83.28,1
2022-04-29,P0020,South,Electronics,Rainy,88,43.41,0
2022-04-29,P0001,South,Toys,Cloudy,74,13.73,0
2022-04-29,P0002,East,Clothing,Rainy,63,56.58,0
2022-04-29,P0003,East,Toys,Sunny,38,58.34,1
2022-04-29,P0004,East,Toys,Sunny,123,70.76,0
2022-04-29,P0005,West,Groceries,Sunny,259,82.27,1
2022-04-29,P0006,North,Furniture,Snowy,87,67.62,1
2022-04-29,P0007,South,Furniture,Snowy,106,87.94,1
2022-04-29,P0008,East,Toys,Sunny,112,43.37,1
2022-04-29,P0009,North,Toys,Sunny,16,19.51,0
2022-04-29,P0010,South,Groceries,Rainy,98,78.84,0
2022-04-29,P0011,South,Toys,Snowy,178,35.87,0
2022-04-29,P0012,East,Toys,Rainy,135,27.8,1
2022-04-29,P0013,North,Clothing,Rainy,149,24.67,0
2022-04-29,P0014,East,Clothing,Rainy,42,47.44,0
2022-04-29,P0015,South,Furniture,Rainy,155,37.23,1
2022-04-29,P0016,South,Electronics,Rainy,2,41.67,1
2022-04-29,P0017,North,Electronics,Snowy,162,43.25,0
2022-04-29,P0018,South,Electronics,Cloudy,428,47.3,0
2022-04-29,P0019,East,Electronics,Cloudy,59,67.82,1
2022-04-29,P0020,East,Electronics,Snowy,280,48.1,1
2022-04-29,P0001,West,Furniture,Rainy,184,90.81,0
2022-04-29,P0002,North,Electronics,Rainy,154,22.03,0
2022-04-29,P0003,East,Clothing,Rainy,148,27.07,0
2022-04-29,P0004,East,Groceries,Sunny,318,86.52,1
2022-04-29,P0005,West,Toys,Cloudy,404,52.2,1
2022-04-29,P0006,South,Furniture,Snowy,6,46.03,0
2022-04-29,P0007,West,Toys,Sunny,47,35.08,1
2022-04-29,P0008,East,Clothing,Rainy,5,47.06,0
2022-04-29,P0009,West,Clothing,Rainy,16,24.51,0
2022-04-29,P0010,West,Toys,Rainy,66,61.69,0
2022-04-29,P0011,West,Furniture,Sunny,169,32.09,1
2022-04-29,P0012,West,Toys,Cloudy,20,95.08,0
2022-04-29,P0013,East,Toys,Cloudy,375,91.98,1
2022-04-29,P0014,West,Toys,Cloudy,44,37.62,0
2022-04-29,P0015,North,Furniture,Snowy,74,43.38,0
2022-04-29,P0016,North,Furniture,Snowy,112,74.66,0
2022-04-29,P0017,North,Electronics,Snowy,221,77.64,0
2022-04-29,P0018,South,Clothing,Cloudy,59,35.28,1
2022-04-29,P0019,North,Electronics,Sunny,282,77.19,0
2022-04-29,P0020,North,Furniture,Snowy,5,54.2,0
2022-04-29,P0001,North,Electronics,Sunny,87,47.57,1
2022-04-29,P0002,East,Clothing,Snowy,78,77.17,0
2022-04-29,P0003,West,Toys,Snowy,37,88.42,0
2022-04-29,P0004,South,Clothing,Rainy,352,93.91,0
2022-04-29,P0005,East,Furniture,Sunny,113,28.04,0
2022-04-29,P0006,South,Groceries,Cloudy,259,34.05,0
2022-04-29,P0007,South,Clothing,Cloudy,110,43.74,1
2022-04-29,P0008,East,Furniture,Rainy,65,33.38,0
2022-04-29,P0009,West,Clothing,Rainy,179,11.97,0
2022-04-29,P0010,North,Groceries,Rainy,161,51.27,0
2022-04-29,P0011,West,Groceries,Cloudy,234,49.58,1
2022-04-29,P0012,East,Groceries,Snowy,73,11.88,0
2022-04-29,P0013,South,Electronics,Snowy,229,97.85,0
2022-04-29,P0014,West,Electronics,Rainy,71,42.9,1
2022-04-29,P0015,East,Electronics,Cloudy,64,39.68,0
2022-04-29,P0016,East,Toys,Sunny,36,71.93,1
2022-04-29,P0017,South,Groceries,Sunny,256,13.18,1
2022-04-29,P0018,East,Furniture,Sunny,153,75.38,1
2022-04-29,P0019,West,Clothing,Snowy,93,36.15,1
2022-04-29,P0020,West,Toys,Cloudy,119,35.87,1
2022-04-29,P0001,North,Clothing,Sunny,72,71.59,0
2022-04-29,P0002,East,Electronics,Sunny,35,60.15,1
2022-04-29,P0003,North,Toys,Snowy,211,51.28,0
2022-04-29,P0004,East,Furniture,Sunny,199,89.99,1
2022-04-29,P0005,East,Toys,Cloudy,8,29.33,0
2022-04-29,P0006,East,Clothing,Sunny,37,83.88,0
2022-04-29,P0007,North,Clothing,Rainy,148,61.4,1
2022-04-29,P0008,West,Groceries,Cloudy,143,56.7,0
2022-04-29,P0009,North,Toys,Sunny,37,73.5,0
2022-04-29,P0010,North,Furniture,Sunny,88,92.56,1
2022-04-29,P0011,East,Electronics,Snowy,37,81.69,1
2022-04-29,P0012,East,Clothing,Cloudy,128,46.4,0
2022-04-29,P0013,South,Clothing,Sunny,116,90.32,1
2022-04-29,P0014,North,Toys,Sunny,26,73.32,1
2022-04-29,P0015,South,Electronics,Snowy,45,73.0,0
2022-04-29,P0016,East,Toys,Rainy,475,39.48,1
2022-04-29,P0017,North,Toys,Snowy,40,57.65,0
2022-04-29,P0018,South,Electronics,Cloudy,182,28.75,1
2022-04-29,P0019,West,Electronics,Rainy,254,38.12,1
2022-04-29,P0020,North,Toys,Rainy,21,52.16,1
2022-04-30,P0001,South,Toys,Cloudy,149,20.41,0
2022-04-30,P0002,East,Furniture,Snowy,98,18.51,1
2022-04-30,P0003,North,Clothing,Rainy,141,71.89,0
2022-04-30,P0004,East,Groceries,Cloudy,71,95.9,0
2022-04-30,P0005,South,Furniture,Cloudy,60,43.3,1
2022-04-30,P0006,North,Groceries,Cloudy,191,98.09,1
2022-04-30,P0007,West,Groceries,Snowy,158,28.69,1
2022-04-30,P0008,West,Groceries,Sunny,124,87.6,0
2022-04-30,P0009,West,Electronics,Rainy,408,13.18,1
2022-04-30,P0010,West,Toys,Snowy,84,13.9,0
2022-04-30,P0011,North,Groceries,Rainy,35,57.08,1
2022-04-30,P0012,West,Groceries,Snowy,190,56.2,1
2022-04-30,P0013,South,Groceries,Rainy,147,94.05,1
2022-04-30,P0014,East,Electronics,Rainy,21,33.03,1
2022-04-30,P0015,South,Toys,Snowy,186,16.4,1
2022-04-30,P0016,South,Clothing,Rainy,41,65.47,1
2022-04-30,P0017,South,Clothing,Rainy,265,27.97,1
2022-04-30,P0018,North,Groceries,Sunny,363,62.37,1
2022-04-30,P0019,South,Furniture,Snowy,53,20.52,1
2022-04-30,P0020,South,Furniture,Sunny,429,87.58,0
2022-04-30,P0001,West,Electronics,Sunny,75,91.49,1
2022-04-30,P0002,North,Furniture,Sunny,105,58.63,0
2022-04-30,P0003,South,Clothing,Cloudy,55,84.24,0
2022-04-30,P0004,West,Toys,Sunny,106,96.87,0
2022-04-30,P0005,West,Furniture,Cloudy,19,44.78,1
2022-04-30,P0006,West,Clothing,Cloudy,130,29.78,1
2022-04-30,P0007,East,Furniture,Snowy,402,55.16,1
2022-04-30,P0008,South,Clothing,Cloudy,43,84.35,0
2022-04-30,P0009,East,Clothing,Rainy,104,42.64,0
2022-04-30,P0010,East,Electronics,Sunny,35,66.37,1
2022-04-30,P0011,North,Toys,Cloudy,240,69.88,1
2022-04-30,P0012,East,Furniture,Cloudy,67,96.74,1
2022-04-30,P0013,West,Furniture,Snowy,81,50.73,0
2022-04-30,P0014,North,Electronics,Sunny,128,27.38,0
2022-04-30,P0015,East,Electronics,Rainy,50,74.58,0
2022-04-30,P0016,North,Groceries,Sunny,327,36.89,1
2022-04-30,P0017,North,Clothing,Snowy,170,72.63,1
2022-04-30,P0018,West,Toys,Sunny,240,41.23,0
2022-04-30,P0019,North,Groceries,Sunny,37,48.67,1
2022-04-30,P0020,West,Groceries,Cloudy,81,16.8,1
2022-04-30,P0001,West,Toys,Sunny,299,59.83,0
2022-04-30,P0002,East,Groceries,Cloudy,168,50.57,1
2022-04-30,P0003,North,Furniture,Snowy,185,26.9,1
2022-04-30,P0004,South,Furniture,Sunny,4,14.16,1
2022-04-30,P0005,West,Electronics,Snowy,63,92.71,0
2022-04-30,P0006,West,Groceries,Rainy,35,79.91,0
2022-04-30,P0007,South,Furniture,Cloudy,449,67.05,1
2022-04-30,P0008,North,Electronics,Snowy,52,50.0,1
2022-04-30,P0009,East,Furniture,Cloudy,3,51.39,1
2022-04-30,P0010,South,Furniture,Sunny,21,89.97,1
2022-04-30,P0011,North,Toys,Rainy,152,33.0,0
2022-04-30,P0012,North,Electronics,Rainy,261,70.67,1
2022-04-30,P0013,East,Clothing,Snowy,38,21.96,0
2022-04-30,P0014,South,Clothing,Rainy,45,71.92,1
2022-04-30,P0015,North,Furniture,Cloudy,45,34.53,0
2022-04-30,P0016,North,Groceries,Snowy,113,36.07,1
2022-04-30,P0017,West,Electronics,Cloudy,83,42.39,0
2022-04-30,P0018,West,Groceries,Sunny,175,87.44,0
2022-04-30,P0019,North,Toys,Cloudy,152,32.89,1
2022-04-30,P0020,South,Furniture,Cloudy,24,23.21,0
2022-04-30,P0001,South,Furniture,Rainy,17,80.09,1
2022-04-30,P0002,South,Furniture,Cloudy,48,13.35,1
2022-04-30,P0003,South,Clothing,Snowy,106,99.61,1
2022-04-30,P0004,North,Toys,Cloudy,34,78.57,1
2022-04-30,P0005,North,Furniture,Snowy,476,72.49,0
2022-04-30,P0006,East,Clothing,Cloudy,234,96.46,0
2022-04-30,P0007,West,Clothing,Rainy,467,57.55,0
2022-04-30,P0008,West,Toys,Sunny,218,20.13,1
2022-04-30,P0009,West,Electronics,Sunny,1,45.65,0
2022-04-30,P0010,East,Electronics,Cloudy,192,88.32,0
2022-04-30,P0011,West,Electronics,Sunny,166,12.28,0
2022-04-30,P0012,East,Furniture,Cloudy,52,37.17,1
2022-04-30,P0013,South,Clothing,Sunny,82,18.3,1
2022-04-30,P0014,South,Furniture,Cloudy,96,73.76,0
2022-04-30,P0015,South,Groceries,Sunny,130,20.01,1
2022-04-30,P0016,East,Electronics,Sunny,70,58.29,1
2022-04-30,P0017,West,Groceries,Rainy,110,95.28,0
2022-04-30,P0018,East,Toys,Cloudy,60,17.5,0
2022-04-30,P0019,North,Toys,Snowy,160,78.54,0
2022-04-30,P0020,North,Groceries,Cloudy,250,34.0,0
2022-04-30,P0001,West,Clothing,Snowy,82,37.87,0
2022-04-30,P0002,East,Furniture,Rainy,143,41.31,0
2022-04-30,P0003,West,Toys,Snowy,143,95.09,0
2022-04-30,P0004,West,Furniture,Snowy,19,97.99,1
2022-04-30,P0005,North,Furniture,Cloudy,281,14.92,0
2022-04-30,P0006,East,Furniture,Rainy,430,45.9,1
2022-04-30,P0007,North,Toys,Snowy,290,22.89,0
2022-04-30,P0008,North,Toys,Rainy,358,95.29,0
2022-04-30,P0009,South,Furniture,Rainy,69,32.52,1
2022-04-30,P0010,East,Groceries,Sunny,337,29.16,1
2022-04-30,P0011,East,Clothing,Rainy,40,97.56,1
2022-04-30,P0012,West,Clothing,Sunny,204,24.92,0
2022-04-30,P0013,East,Clothing,Rainy,32,29.66,1
2022-04-30,P0014,South,Groceries,Snowy,214,19.06,0
2022-04-30,P0015,East,Toys,Sunny,212,94.87,0
2022-04-30,P0016,North,Electronics,Sunny,122,81.85,0
2022-04-30,P0017,North,Toys,Cloudy,81,38.84,1
2022-04-30,P0018,West,Clothing,Snowy,90,69.97,0
2022-04-30,P0019,East,Groceries,Snowy,12,92.91,1
2022-04-30,P0020,North,Clothing,Snowy,322,39.91,0
2022-05-01,P0001,East,Electronics,Cloudy,0,36.91,0
2022-05-01,P0002,East,Electronics,Cloudy,115,23.57,0
2022-05-01,P0003,North,Clothing,Cloudy,7,10.93,0
2022-05-01,P0004,West,Groceries,Snowy,7,89.27,1
2022-05-01,P0005,West,Groceries,Sunny,103,81.66,0
2022-05-01,P0006,South,Electronics,Cloudy,62,30.23,1
2022-05-01,P0007,West,Furniture,Sunny,38,88.86,1
2022-05-01,P0008,West,Furniture,Sunny,129,62.52,1
2022-05-01,P0009,North,Clothing,Snowy,34,41.83,0
2022-05-01,P0010,South,Groceries,Snowy,17,94.8,0
2022-05-01,P0011,West,Groceries,Rainy,157,17.42,0
2022-05-01,P0012,North,Electronics,Snowy,280,61.45,0
2022-05-01,P0013,South,Furniture,Cloudy,153,64.17,0
2022-05-01,P0014,North,Furniture,Cloudy,22,52.34,0
2022-05-01,P0015,North,Toys,Rainy,297,48.46,0
2022-05-01,P0016,South,Toys,Cloudy,37,59.49,1
2022-05-01,P0017,West,Furniture,Rainy,32,91.17,0
2022-05-01,P0018,North,Electronics,Sunny,281,95.92,1
2022-05-01,P0019,North,Furniture,Snowy,34,20.88,0
2022-05-01,P0020,North,Clothing,Snowy,125,80.41,1
2022-05-01,P0001,North,Clothing,Sunny,1,22.08,0
2022-05-01,P0002,East,Groceries,Snowy,173,51.46,1
2022-05-01,P0003,South,Groceries,Rainy,344,60.7,1
2022-05-01,P0004,North,Clothing,Cloudy,228,72.22,0
2022-05-01,P0005,West,Groceries,Rainy,303,33.41,0
2022-05-01,P0006,East,Toys,Sunny,351,20.57,1
2022-05-01,P0007,East,Clothing,Cloudy,55,32.21,0
2022-05-01,P0008,East,Clothing,Cloudy,39,95.74,0
2022-05-01,P0009,East,Furniture,Sunny,288,94.11,1
2022-05-01,P0010,East,Electronics,Cloudy,415,72.27,1
2022-05-01,P0011,East,Groceries,Cloudy,157,73.74,1
2022-05-01,P0012,South,Electronics,Cloudy,28,64.0,1
2022-05-01,P0013,West,Furniture,Snowy,73,75.41,0
2022-05-01,P0014,East,Groceries,Rainy,84,23.05,0
2022-05-01,P0015,South,Electronics,Rainy,65,51.2,1
2022-05-01,P0016,North,Groceries,Cloudy,146,90.63,1
2022-05-01,P0017,North,Clothing,Rainy,48,72.18,1
2022-05-01,P0018,South,Electronics,Snowy,241,27.69,1
2022-05-01,P0019,North,Clothing,Cloudy,41,67.76,0
2022-05-01,P0020,West,Groceries,Cloudy,253,28.03,1
2022-05-01,P0001,East,Furniture,Snowy,61,24.06,1
2022-05-01,P0002,East,Electronics,Cloudy,29,83.36,0
2022-05-01,P0003,West,Toys,Sunny,282,32.0,0
2022-05-01,P0004,South,Furniture,Rainy,157,38.61,1
2022-05-01,P0005,East,Furniture,Cloudy,80,70.65,0
2022-05-01,P0006,East,Furniture,Rainy,353,78.41,0
2022-05-01,P0007,South,Clothing,Snowy,242,35.11,0
2022-05-01,P0008,East,Electronics,Sunny,29,24.86,0
2022-05-01,P0009,West,Groceries,Snowy,33,81.42,1
2022-05-01,P0010,South,Clothing,Sunny,91,56.81,0
2022-05-01,P0011,South,Clothing,Sunny,89,79.16,1
2022-05-01,P0012,South,Toys,Cloudy,37,90.08,0
2022-05-01,P0013,North,Clothing,Rainy,71,85.31,1
2022-05-01,P0014,East,Electronics,Snowy,216,61.19,0
2022-05-01,P0015,East,Clothing,Rainy,208,75.89,0
2022-05-01,P0016,West,Furniture,Cloudy,108,82.59,1
2022-05-01,P0017,North,Toys,Snowy,150,98.78,0
2022-05-01,P0018,South,Electronics,Rainy,34,19.86,0
2022-05-01,P0019,West,Toys,Snowy,369,40.2,0
2022-05-01,P0020,East,Electronics,Snowy,277,88.65,1
2022-05-01,P0001,South,Furniture,Snowy,82,42.97,1
2022-05-01,P0002,North,Electronics,Snowy,56,71.52,1
2022-05-01,P0003,North,Toys,Rainy,139,66.01,0
2022-05-01,P0004,South,Furniture,Rainy,99,28.88,1
2022-05-01,P0005,West,Toys,Sunny,107,85.38,1
2022-05-01,P0006,South,Groceries,Sunny,328,22.78,1
2022-05-01,P0007,West,Groceries,Cloudy,466,73.0,1
2022-05-01,P0008,North,Toys,Cloudy,49,61.02,1
2022-05-01,P0009,East,Electronics,Snowy,50,19.9,0
2022-05-01,P0010,North,Furniture,Snowy,43,51.93,0
2022-05-01,P0011,West,Groceries,Sunny,183,81.59,0
2022-05-01,P0012,West,Groceries,Rainy,173,94.05,1
2022-05-01,P0013,North,Furniture,Rainy,17,31.05,1
2022-05-01,P0014,North,Toys,Sunny,400,53.47,0
2022-05-01,P0015,East,Furniture,Rainy,21,10.82,1
2022-05-01,P0016,West,Toys,Snowy,63,11.55,1
2022-05-01,P0017,West,Toys,Cloudy,35,38.7,1
2022-05-01,P0018,West,Toys,Cloudy,29,74.51,1
2022-05-01,P0019,North,Clothing,Cloudy,85,35.27,0
2022-05-01,P0020,East,Electronics,Cloudy,4,58.86,0
2022-05-01,P0001,East,Clothing,Rainy,10,85.46,1
2022-05-01,P0002,East,Electronics,Cloudy,224,64.07,1
2022-05-01,P0003,West,Toys,Rainy,2,27.18,1
2022-05-01,P0004,East,Groceries,Cloudy,124,80.07,1
2022-05-01,P0005,South,Clothing,Snowy,116,55.4,0
2022-05-01,P0006,North,Electronics,Snowy,61,86.39,1
2022-05-01,P0007,West,Toys,Snowy,28,93.13,1
2022-05-01,P0008,South,Groceries,Snowy,97,14.31,0
2022-05-01,P0009,West,Furniture,Snowy,15,72.03,1
2022-05-01,P0010,South,Clothing,Rainy,78,85.4,1
2022-05-01,P0011,North,Electronics,Sunny,354,99.27,1
2022-05-01,P0012,East,Clothing,Snowy,20,55.68,1
2022-05-01,P0013,North,Toys,Cloudy,76,74.85,1
2022-05-01,P0014,North,Clothing,Sunny,295,14.51,1
2022-05-01,P0015,East,Furniture,Sunny,389,61.79,1
2022-05-01,P0016,East,Electronics,Snowy,8,70.51,1
2022-05-01,P0017,West,Toys,Snowy,199,63.96,0
2022-05-01,P0018,South,Toys,Cloudy,28,10.92,1
2022-05-01,P0019,East,Electronics,Sunny,132,23.84,1
2022-05-01,P0020,West,Toys,Cloudy,63,60.26,0
2022-05-02,P0001,East,Toys,Rainy,1,37.57,1
2022-05-02,P0002,North,Clothing,Sunny,12,85.25,1
2022-05-02,P0003,East,Clothing,Cloudy,311,38.84,1
2022-05-02,P0004,East,Furniture,Cloudy,165,46.6,0
2022-05-02,P0005,East,Groceries,Snowy,11,41.05,1
2022-05-02,P0006,West,Furniture,Cloudy,86,58.65,1
2022-05-02,P0007,South,Groceries,Snowy,134,52.27,1
2022-05-02,P0008,West,Groceries,Rainy,55,17.63,1
2022-05-02,P0009,West,Groceries,Snowy,111,54.07,1
2022-05-02,P0010,West,Toys,Sunny,77,83.74,1
2022-05-02,P0011,South,Furniture,Rainy,18,37.01,0
2022-05-02,P0012,South,Clothing,Cloudy,57,93.25,0
2022-05-02,P0013,West,Electronics,Snowy,183,83.48,0
2022-05-02,P0014,North,Electronics,Sunny,157,81.65,1
2022-05-02,P0015,North,Electronics,Snowy,33,87.59,0
2022-05-02,P0016,South,Clothing,Snowy,40,30.75,0
2022-05-02,P0017,West,Furniture,Cloudy,9,46.46,0
2022-05-02,P0018,North,Clothing,Snowy,89,34.92,1
2022-05-02,P0019,South,Electronics,Cloudy,104,50.09,1
2022-05-02,P0020,North,Groceries,Cloudy,135,29.26,1
2022-05-02,P0001,South,Toys,Sunny,113,56.68,0
2022-05-02,P0002,East,Furniture,Snowy,299,46.37,1
2022-05-02,P0003,West,Toys,Sunny,87,81.65,1
2022-05-02,P0004,North,Clothing,Rainy,73,67.95,1
2022-05-02,P0005,East,Groceries,Sunny,164,14.2,0
2022-05-02,P0006,South,Groceries,Sunny,243,54.67,1
2022-05-02,P0007,North,Toys,Sunny,44,61.45,1
2022-05-02,P0008,South,Clothing,Snowy,70,41.43,1
2022-05-02,P0009,North,Clothing,Rainy,276,30.87,1
2022-05-02,P0010,East,Furniture,Rainy,17,92.63,0
2022-05-02,P0011,West,Electronics,Sunny,145,13.13,0
2022-05-02,P0012,West,Clothing,Rainy,60,47.78,0
2022-05-02,P0013,North,Groceries,Sunny,40,81.46,0
2022-05-02,P0014,South,Groceries,Snowy,302,13.32,1
2022-05-02,P0015,North,Groceries,Rainy,52,10.67,1
2022-05-02,P0016,East,Clothing,Rainy,26,49.93,1
2022-05-02,P0017,West,Toys,Cloudy,36,86.55,0
2022-05-02,P0018,East,Clothing,Rainy,14,99.67,1
2022-05-02,P0019,North,Clothing,Cloudy,20,40.16,1
2022-05-02,P0020,South,Clothing,Cloudy,265,70.81,1
2022-05-02,P0001,West,Clothing,Cloudy,12,75.29,0
2022-05-02,P0002,South,Clothing,Cloudy,120,74.93,1
2022-05-02,P0003,South,Furniture,Sunny,101,86.77,1
2022-05-02,P0004,East,Toys,Sunny,18,84.39,1
2022-05-02,P0005,East,Electronics,Rainy,257,86.07,1
2022-05-02,P0006,North,Toys,Rainy,11,10.8,0
2022-05-02,P0007,North,Furniture,Cloudy,2,89.08,0
2022-05-02,P0008,South,Furniture,Sunny,46,85.33,0
2022-05-02,P0009,North,Groceries,Cloudy,195,79.24,1
2022-05-02,P0010,West,Groceries,Rainy,238,70.04,0
2022-05-02,P0011,South,Toys,Cloudy,18,48.1,0
2022-05-02,P0012,South,Groceries,Rainy,114,12.68,1
2022-05-02,P0013,North,Electronics,Sunny,129,94.57,1
2022-05-02,P0014,North,Clothing,Snowy,70,64.68,1
2022-05-02,P0015,East,Clothing,Cloudy,68,82.9,1
2022-05-02,P0016,South,Toys,Snowy,50,19.52,0
2022-05-02,P0017,North,Groceries,Sunny,305,56.38,0
2022-05-02,P0018,West,Furniture,Rainy,4,49.75,0
2022-05-02,P0019,West,Furniture,Rainy,113,56.18,0
2022-05-02,P0020,South,Electronics,Cloudy,75,17.33,0
2022-05-02,P0001,North,Furniture,Sunny,112,86.05,0
2022-05-02,P0002,South,Clothing,Snowy,2,93.03,0
2022-05-02,P0003,South,Clothing,Rainy,186,17.54,1
2022-05-02,P0004,South,Toys,Snowy,60,56.18,1
2022-05-02,P0005,East,Toys,Cloudy,115,78.11,1
2022-05-02,P0006,South,Groceries,Cloudy,69,64.36,0
2022-05-02,P0007,South,Electronics,Snowy,20,66.2,0
2022-05-02,P0008,South,Furniture,Snowy,44,95.05,1
2022-05-02,P0009,North,Clothing,Cloudy,214,56.43,0
2022-05-02,P0010,North,Electronics,Sunny,193,54.72,1
2022-05-02,P0011,South,Furniture,Snowy,56,77.81,1
2022-05-02,P0012,West,Groceries,Sunny,129,13.24,0
2022-05-02,P0013,East,Furniture,Snowy,129,11.72,1
2022-05-02,P0014,East,Toys,Cloudy,252,30.34,1
2022-05-02,P0015,South,Toys,Cloudy,210,87.42,0
2022-05-02,P0016,North,Groceries,Rainy,173,66.54,1
2022-05-02,P0017,North,Toys,Cloudy,31,29.83,0
2022-05-02,P0018,West,Toys,Sunny,31,51.98,0
2022-05-02,P0019,East,Clothing,Rainy,64,50.73,1
2022-05-02,P0020,North,Clothing,Sunny,153,51.57,1
2022-05-02,P0001,North,Electronics,Snowy,117,21.47,1
2022-05-02,P0002,South,Groceries,Snowy,19,95.39,1
2022-05-02,P0003,North,Furniture,Rainy,11,45.2,0
2022-05-02,P0004,South,Electronics,Rainy,64,53.01,0
2022-05-02,P0005,North,Electronics,Rainy,120,55.28,1
2022-05-02,P0006,North,Clothing,Rainy,250,94.5,1
2022-05-02,P0007,North,Clothing,Cloudy,76,10.66,0
2022-05-02,P0008,South,Electronics,Sunny,163,89.53,1
2022-05-02,P0009,North,Furniture,Sunny,241,32.03,0
2022-05-02,P0010,West,Clothing,Snowy,231,11.24,0
2022-05-02,P0011,East,Toys,Sunny,58,22.82,0
2022-05-02,P0012,North,Electronics,Cloudy,126,68.19,0
2022-05-02,P0013,South,Furniture,Snowy,10,59.68,0
2022-05-02,P0014,East,Toys,Cloudy,40,63.56,1
2022-05-02,P0015,East,Toys,Snowy,10,99.41,0
2022-05-02,P0016,West,Electronics,Rainy,180,96.06,1
2022-05-02,P0017,South,Furniture,Snowy,324,40.1,1
2022-05-02,P0018,East,Clothing,Rainy,79,28.69,1
2022-05-02,P0019,South,Clothing,Sunny,254,41.23,1
2022-05-02,P0020,West,Groceries,Cloudy,51,28.15,0
2022-05-03,P0001,East,Toys,Sunny,18,47.42,1
2022-05-03,P0002,North,Electronics,Rainy,60,97.67,1
2022-05-03,P0003,South,Electronics,Cloudy,334,41.89,0
2022-05-03,P0004,West,Electronics,Rainy,428,45.94,0
2022-05-03,P0005,North,Toys,Cloudy,6,24.12,1
2022-05-03,P0006,South,Clothing,Cloudy,29,29.86,1
2022-05-03,P0007,North,Furniture,Rainy,22,99.05,0
2022-05-03,P0008,South,Furniture,Snowy,6,72.98,1
2022-05-03,P0009,East,Furniture,Rainy,107,83.12,1
2022-05-03,P0010,North,Groceries,Sunny,128,83.61,0
2022-05-03,P0011,East,Groceries,Cloudy,51,10.64,1
2022-05-03,P0012,East,Toys,Cloudy,86,32.67,1
2022-05-03,P0013,North,Electronics,Rainy,72,86.31,1
2022-05-03,P0014,East,Electronics,Snowy,50,93.74,1
2022-05-03,P0015,West,Electronics,Cloudy,314,72.82,0
2022-05-03,P0016,North,Groceries,Cloudy,189,34.19,0
2022-05-03,P0017,East,Furniture,Cloudy,11,94.8,0
2022-05-03,P0018,North,Furniture,Rainy,124,88.51,1
2022-05-03,P0019,West,Toys,Cloudy,91,27.85,1
2022-05-03,P0020,South,Electronics,Cloudy,318,33.73,0
2022-05-03,P0001,South,Toys,Snowy,89,19.85,0
2022-05-03,P0002,East,Electronics,Cloudy,430,27.18,1
2022-05-03,P0003,South,Groceries,Snowy,30,81.25,0
2022-05-03,P0004,South,Furniture,Rainy,10,17.15,1
2022-05-03,P0005,South,Furniture,Snowy,39,85.01,0
2022-05-03,P0006,East,Furniture,Cloudy,137,78.91,0
2022-05-03,P0007,West,Electronics,Cloudy,22,62.59,0
2022-05-03,P0008,South,Furniture,Rainy,67,18.27,1
2022-05-03,P0009,South,Furniture,Rainy,61,63.93,1
2022-05-03,P0010,South,Clothing,Cloudy,55,62.22,1
2022-05-03,P0011,West,Groceries,Cloudy,220,31.92,1
2022-05-03,P0012,South,Furniture,Cloudy,98,91.82,0
2022-05-03,P0013,North,Electronics,Snowy,13,19.52,0
2022-05-03,P0014,South,Furniture,Cloudy,334,83.59,0
2022-05-03,P0015,West,Furniture,Snowy,150,47.98,0
2022-05-03,P0016,North,Electronics,Rainy,373,50.67,0
2022-05-03,P0017,North,Toys,Cloudy,111,65.28,1
2022-05-03,P0018,East,Electronics,Cloudy,143,93.17,0
2022-05-03,P0019,West,Groceries,Sunny,1,22.05,0
2022-05-03,P0020,East,Groceries,Sunny,55,99.65,1
2022-05-03,P0001,East,Electronics,Sunny,3,28.15,1
2022-05-03,P0002,South,Clothing,Snowy,35,14.6,1
2022-05-03,P0003,East,Toys,Rainy,71,90.07,0
2022-05-03,P0004,West,Groceries,Snowy,160,65.98,0
2022-05-03,P0005,East,Furniture,Sunny,246,32.03,0
2022-05-03,P0006,North,Electronics,Cloudy,22,34.28,1
2022-05-03,P0007,East,Clothing,Sunny,149,27.91,0
