date,product_id,planned_qty,produced_qty,production_variance,machine_utilization,downtime_hours,production_status
2022-12-14,1001,1730.0,1638,-92.0,94.6820809248555,0.5,Under Produced
2022-12-15,1005,1786.0,1797,11.0,100.61590145576709,0.0,Over / On Target
2022-12-16,1004,189.0,194,5.0,102.64550264550265,1.0,Over / On Target
2022-12-17,1005,893.0,916,23.0,102.57558790593504,0.0,Over / On Target
2022-12-18,1005,435.0,452,17.0,103.90804597701148,2.0,Over / On Target
2022-12-19,1001,1254.0,1265,11.0,100.87719298245614,2.0,Over / On Target
2022-12-20,1003,1940.0,1813,-127.0,93.45360824742268,2.0,Under Produced
2022-12-21,1005,1474.0,1386,-88.0,94.02985074626866,1.0,Under Produced
2022-12-22,1002,176.0,184,8.0,104.54545454545455,0.0,Over / On Target
2022-12-23,1003,1142.0,1078,-64.0,94.39579684763572,0.5,Under Produced
2022-12-24,1004,1913.0,1985,72.0,103.76372190277053,0.0,Over / On Target
2022-12-25,1001,155.0,163,8.0,105.16129032258064,2.0,Over / On Target
2022-12-26,1004,136.0,140,4.0,102.94117647058823,0.5,Over / On Target
2022-12-27,1003,1278.0,1276,-2.0,99.8435054773083,0.5,Under Produced
2022-12-28,1003,2119.0,2175,56.0,102.64275601698915,1.0,Over / On Target
2022-12-29,1003,253.0,248,-5.0,98.02371541501977,2.0,Under Produced
2022-12-30,1004,1783.0,1804,21.0,101.17779024116658,1.0,Over / On Target
2022-12-31,1003,1487.0,1593,106.0,107.12844653665097,1.0,Over / On Target
2023-01-01,1004,228.0,228,0.0,100.0,0.5,Over / On Target
2023-01-02,1003,298.0,320,22.0,107.38255033557047,1.0,Over / On Target
2023-01-03,1002,1714.0,1861,147.0,108.57642940490082,0.0,Over / On Target
2023-01-04,1003,1761.0,1654,-107.0,93.92390687109597,2.0,Under Produced
2023-01-05,1004,221.0,210,-11.0,95.02262443438913,0.5,Under Produced
2023-01-06,1005,1062.0,1025,-37.0,96.51600753295668,0.0,Under Produced
2023-01-07,1003,685.0,625,-60.0,91.24087591240875,2.0,Under Produced
2023-01-08,1005,411.0,392,-19.0,95.37712895377129,0.5,Under Produced
2023-01-09,1002,1910.0,1934,24.0,101.2565445026178,2.0,Over / On Target
2023-01-10,1001,1284.0,1182,-102.0,92.05607476635514,2.0,Under Produced
2023-01-11,1002,1008.0,986,-22.0,97.81746031746032,1.0,Under Produced
2023-01-12,1003,1162.0,1251,89.0,107.6592082616179,0.0,Over / On Target
2023-01-13,1005,1254.0,1196,-58.0,95.37480063795853,0.0,Under Produced
2023-01-14,1005,472.0,487,15.0,103.17796610169492,2.0,Over / On Target
2023-01-15,1004,1861.0,1772,-89.0,95.21762493283181,2.0,Under Produced
2023-01-16,1005,2141.0,2050,-91.0,95.74964969640355,0.5,Under Produced
2023-01-17,1004,1782.0,1861,79.0,104.43322109988777,0.5,Over / On Target
2023-01-18,1001,2132.0,2227,95.0,104.45590994371483,0.0,Over / On Target
2023-01-19,1003,122.0,127,5.0,104.0983606557377,2.0,Over / On Target
2023-01-20,1004,1585.0,1681,96.0,106.05678233438485,0.0,Over / On Target
2023-01-21,1001,1887.0,2020,133.0,107.04822469528352,0.0,Over / On Target
2023-01-22,1005,346.0,336,-10.0,97.10982658959537,1.0,Under Produced
2023-01-23,1005,482.0,471,-11.0,97.71784232365145,0.0,Under Produced
2023-01-24,1001,2089.0,2136,47.0,102.24988032551461,2.0,Over / On Target
2023-01-25,1005,836.0,895,59.0,107.05741626794259,0.0,Over / On Target
2023-01-26,1001,1324.0,1455,131.0,109.89425981873111,0.0,Over / On Target
2023-01-27,1004,2035.0,2039,4.0,100.1965601965602,0.5,Over / On Target
2023-01-28,1004,1769.0,1762,-7.0,99.60429621254946,0.5,Under Produced
2023-01-29,1001,520.0,555,35.0,106.73076923076923,0.0,Over / On Target
2023-01-30,1004,1182.0,1172,-10.0,99.15397631133672,0.5,Under Produced
2023-01-31,1004,890.0,961,71.0,107.97752808988763,0.5,Over / On Target
2023-02-01,1004,1455.0,1511,56.0,103.84879725085912,2.0,Over / On Target
2023-02-02,1002,1826.0,1852,26.0,101.42387732749178,0.0,Over / On Target
2023-02-03,1003,622.0,636,14.0,102.2508038585209,2.0,Over / On Target
2023-02-04,1005,1333.0,1391,58.0,104.351087771943,1.0,Over / On Target
2023-02-05,1002,1530.0,1477,-53.0,96.5359477124183,0.0,Under Produced
2023-02-06,1004,1956.0,2123,167.0,108.53783231083844,0.0,Over / On Target
2023-02-07,1001,1863.0,1892,29.0,101.55662909286099,0.5,Over / On Target
2023-02-08,1004,647.0,695,48.0,107.41885625965996,0.0,Over / On Target
2023-02-09,1003,1827.0,1805,-22.0,98.79584017515052,0.5,Under Produced
2023-02-10,1004,161.0,175,14.0,108.69565217391303,0.0,Over / On Target
2023-02-11,1001,1552.0,1534,-18.0,98.84020618556701,1.0,Under Produced
2023-02-12,1003,965.0,909,-56.0,94.19689119170984,0.5,Under Produced
2023-02-13,1004,1253.0,1361,108.0,108.61931364724661,0.0,Over / On Target
2023-02-14,1003,891.0,850,-41.0,95.39842873176207,0.5,Under Produced
2023-02-15,1005,550.0,538,-12.0,97.81818181818181,1.0,Under Produced
2023-02-16,1005,2109.0,2304,195.0,109.24608819345663,0.0,Over / On Target
2023-02-17,1004,1188.0,1250,62.0,105.21885521885521,2.0,Over / On Target
2023-02-18,1003,1330.0,1365,35.0,102.63157894736842,0.5,Over / On Target
2023-02-19,1001,384.0,386,2.0,100.52083333333333,2.0,Over / On Target
2023-02-20,1004,539.0,548,9.0,101.66975881261595,0.0,Over / On Target
2023-02-21,1005,2096.0,2000,-96.0,95.41984732824427,2.0,Under Produced
2023-02-22,1005,477.0,467,-10.0,97.9035639412998,1.0,Under Produced
2023-02-23,1004,801.0,834,33.0,104.11985018726593,0.5,Over / On Target
2023-02-24,1003,1806.0,1901,95.0,105.26024363233665,0.5,Over / On Target
2023-02-25,1005,260.0,278,18.0,106.92307692307692,0.0,Over / On Target
2023-02-26,1003,1080.0,1111,31.0,102.87037037037037,2.0,Over / On Target
2023-02-27,1005,866.0,817,-49.0,94.3418013856813,1.0,Under Produced
2023-02-28,1005,2159.0,2211,52.0,102.40852246410374,0.0,Over / On Target
2023-03-01,1002,1783.0,1709,-74.0,95.8496915311273,0.0,Under Produced
2023-03-02,1005,1019.0,1052,33.0,103.23846908734053,0.0,Over / On Target
2023-03-03,1001,909.0,906,-3.0,99.66996699669967,1.0,Under Produced
2023-03-04,1004,1760.0,1871,111.0,106.30681818181817,1.0,Over / On Target
2023-03-05,1004,762.0,756,-6.0,99.21259842519686,0.5,Under Produced
2023-03-06,1003,1481.0,1418,-63.0,95.74611748818366,0.5,Under Produced
2023-03-07,1005,1198.0,1152,-46.0,96.16026711185309,0.5,Under Produced
2023-03-08,1001,518.0,546,28.0,105.40540540540539,0.5,Over / On Target
2023-03-09,1003,1137.0,1186,49.0,104.30958663148637,0.0,Over / On Target
2023-03-10,1002,1203.0,1161,-42.0,96.50872817955111,0.0,Under Produced
2023-03-11,1003,551.0,530,-21.0,96.18874773139746,0.0,Under Produced
2023-03-12,1003,1723.0,1749,26.0,101.50899593731863,2.0,Over / On Target
2023-03-13,1005,1774.0,1669,-105.0,94.08117249154454,1.0,Under Produced
2023-03-14,1002,785.0,811,26.0,103.31210191082802,2.0,Over / On Target
2023-03-15,1003,1536.0,1607,71.0,104.62239583333333,0.5,Over / On Target
2023-03-16,1001,1814.0,1673,-141.0,92.2271223814774,2.0,Under Produced
2023-03-17,1001,1410.0,1329,-81.0,94.25531914893617,1.0,Under Produced
2023-03-18,1004,1402.0,1525,123.0,108.77318116975749,0.5,Over / On Target
2023-03-19,1002,1203.0,1210,7.0,100.58187863674148,0.0,Over / On Target
2023-03-20,1002,791.0,780,-11.0,98.60935524652339,1.0,Under Produced
2023-03-21,1004,316.0,326,10.0,103.16455696202532,2.0,Over / On Target
2023-03-22,1003,2130.0,2326,196.0,109.20187793427229,0.0,Over / On Target
2023-03-23,1002,1343.0,1474,131.0,109.75428145941922,0.0,Over / On Target
2023-03-24,1001,253.0,264,11.0,104.34782608695652,1.0,Over / On Target
2023-03-25,1001,994.0,961,-33.0,96.68008048289738,2.0,Under Produced
2023-03-26,1005,1423.0,1341,-82.0,94.23752635277583,1.0,Under Produced
2023-03-27,1002,1138.0,1214,76.0,106.67838312829525,0.0,Over / On Target
2023-03-28,1003,1194.0,1222,28.0,102.34505862646566,0.5,Over / On Target
2023-03-29,1004,310.0,311,1.0,100.32258064516128,0.5,Over / On Target
2023-03-30,1004,1190.0,1245,55.0,104.6218487394958,2.0,Over / On Target
2023-03-31,1003,509.0,482,-27.0,94.69548133595285,1.0,Under Produced
2023-04-01,1005,152.0,154,2.0,101.3157894736842,0.5,Over / On Target
2023-04-02,1004,1815.0,1727,-88.0,95.15151515151516,0.0,Under Produced
2023-04-03,1002,656.0,643,-13.0,98.01829268292683,2.0,Under Produced
2023-04-04,1005,1803.0,1692,-111.0,93.84359400998336,1.0,Under Produced
2023-04-05,1002,1619.0,1502,-117.0,92.77331686226066,2.0,Under Produced
2023-04-06,1001,1189.0,1139,-50.0,95.79478553406223,0.5,Under Produced
2023-04-07,1005,1122.0,1153,31.0,102.76292335115865,1.0,Over / On Target
2023-04-08,1004,1672.0,1742,70.0,104.1866028708134,1.0,Over / On Target
2023-04-09,1005,903.0,928,25.0,102.76854928017718,0.5,Over / On Target
2023-04-10,1005,1412.0,1489,77.0,105.45325779036827,2.0,Over / On Target
2023-04-11,1005,127.0,128,1.0,100.78740157480314,0.0,Over / On Target
2023-04-12,1005,651.0,633,-18.0,97.23502304147466,1.0,Under Produced
2023-04-13,1002,1704.0,1773,69.0,104.04929577464787,2.0,Over / On Target
2023-04-14,1001,1354.0,1318,-36.0,97.34121122599704,0.5,Under Produced
2023-04-15,1003,1092.0,1173,81.0,107.41758241758241,1.0,Over / On Target
2023-04-16,1005,1730.0,1629,-101.0,94.16184971098266,0.5,Under Produced
2023-04-17,1004,451.0,485,34.0,107.53880266075389,1.0,Over / On Target
2023-04-18,1005,922.0,845,-77.0,91.64859002169197,2.0,Under Produced
2023-04-19,1004,1422.0,1513,91.0,106.39943741209564,1.0,Over / On Target
2023-04-20,1002,710.0,717,7.0,100.98591549295774,1.0,Over / On Target
2023-04-21,1004,564.0,614,50.0,108.86524822695036,0.5,Over / On Target
2023-04-22,1003,385.0,370,-15.0,96.1038961038961,0.0,Under Produced
2023-04-23,1001,944.0,966,22.0,102.33050847457628,0.5,Over / On Target
2023-04-24,1004,2094.0,2252,158.0,107.54536771728749,1.0,Over / On Target
2023-04-25,1004,1390.0,1430,40.0,102.87769784172663,0.0,Over / On Target
2023-04-26,1001,1537.0,1575,38.0,102.47234873129474,1.0,Over / On Target
2023-04-27,1003,1693.0,1768,75.0,104.43000590667455,0.5,Over / On Target
2023-04-28,1005,1904.0,1901,-3.0,99.84243697478992,1.0,Under Produced
2023-04-29,1004,2048.0,2138,90.0,104.39453125,0.0,Over / On Target
2023-04-30,1001,1278.0,1301,23.0,101.79968701095461,1.0,Over / On Target
2023-05-01,1002,1004.0,1069,65.0,106.47410358565736,1.0,Over / On Target
2023-05-02,1001,141.0,129,-12.0,91.48936170212765,2.0,Under Produced
2023-05-03,1002,1163.0,1131,-32.0,97.24849527085124,1.0,Under Produced
2023-05-04,1003,634.0,680,46.0,107.25552050473186,1.0,Over / On Target
2023-05-05,1005,459.0,479,20.0,104.35729847494552,2.0,Over / On Target
2023-05-06,1001,378.0,377,-1.0,99.73544973544973,1.0,Under Produced
2023-05-07,1004,932.0,972,40.0,104.29184549356223,0.0,Over / On Target
2023-05-08,1003,876.0,834,-42.0,95.2054794520548,2.0,Under Produced
2023-05-09,1001,408.0,391,-17.0,95.83333333333334,1.0,Under Produced
2023-05-10,1004,1719.0,1735,16.0,100.9307737056428,0.5,Over / On Target
2023-05-11,1001,2058.0,2023,-35.0,98.29931972789116,1.0,Under Produced
2023-05-12,1002,1498.0,1494,-4.0,99.73297730307075,2.0,Under Produced
2023-05-13,1001,524.0,483,-41.0,92.17557251908397,2.0,Under Produced
2023-05-14,1001,402.0,425,23.0,105.72139303482587,2.0,Over / On Target
2023-05-15,1001,1128.0,1227,99.0,108.77659574468086,0.5,Over / On Target
2023-05-16,1003,1122.0,1172,50.0,104.45632798573976,0.5,Over / On Target
2023-05-17,1001,1630.0,1680,50.0,103.06748466257669,0.0,Over / On Target
2023-05-18,1004,483.0,481,-2.0,99.58592132505176,0.0,Under Produced
2023-05-19,1002,537.0,554,17.0,103.1657355679702,2.0,Over / On Target
2023-05-20,1002,744.0,776,32.0,104.3010752688172,0.5,Over / On Target
2023-05-21,1001,1993.0,1902,-91.0,95.43401906673357,1.0,Under Produced
2023-05-22,1003,112.0,119,7.0,106.25,1.0,Over / On Target
2023-05-23,1003,1707.0,1798,91.0,105.33099004100761,1.0,Over / On Target
2023-05-24,1004,1392.0,1521,129.0,109.26724137931035,0.0,Over / On Target
2023-05-25,1001,522.0,548,26.0,104.98084291187739,0.5,Over / On Target
2023-05-26,1002,1972.0,2035,63.0,103.1947261663286,0.5,Over / On Target
2023-05-27,1003,465.0,466,1.0,100.21505376344086,0.5,Over / On Target
2023-05-28,1001,270.0,283,13.0,104.81481481481481,2.0,Over / On Target
2023-05-29,1003,431.0,457,26.0,106.03248259860788,1.0,Over / On Target
2023-05-30,1003,1967.0,1862,-105.0,94.66192170818505,0.5,Under Produced
2023-05-31,1002,584.0,534,-50.0,91.43835616438356,2.0,Under Produced
2023-06-01,1005,884.0,881,-3.0,99.6606334841629,0.5,Under Produced
2023-06-02,1004,1153.0,1212,59.0,105.11708586296618,1.0,Over / On Target
2023-06-03,1004,752.0,826,74.0,109.84042553191489,0.0,Over / On Target
2023-06-04,1002,548.0,522,-26.0,95.25547445255475,1.0,Under Produced
2023-06-05,1003,1008.0,1037,29.0,102.87698412698411,0.5,Over / On Target
2023-06-06,1001,1614.0,1626,12.0,100.74349442379183,0.0,Over / On Target
2023-06-07,1003,1169.0,1281,112.0,109.5808383233533,0.0,Over / On Target
2023-06-08,1002,1389.0,1481,92.0,106.62347012239022,0.5,Over / On Target
2023-06-09,1004,315.0,333,18.0,105.71428571428572,1.0,Over / On Target
2023-06-10,1003,2121.0,2164,43.0,102.02734559170203,0.0,Over / On Target
2023-06-11,1004,176.0,175,-1.0,99.43181818181817,1.0,Under Produced
2023-06-12,1001,1142.0,1109,-33.0,97.11033274956216,1.0,Under Produced
2023-06-13,1004,1653.0,1551,-102.0,93.82940108892922,1.0,Under Produced
2023-06-14,1004,890.0,943,53.0,105.95505617977527,1.0,Over / On Target
2023-06-15,1005,997.0,1069,72.0,107.22166499498496,0.0,Over / On Target
2023-06-16,1005,1719.0,1874,155.0,109.01687027341478,0.5,Over / On Target
2023-06-17,1005,1586.0,1680,94.0,105.92686002522068,2.0,Over / On Target
2023-06-18,1004,1568.0,1589,21.0,101.33928571428572,1.0,Over / On Target
2023-06-19,1002,1614.0,1687,73.0,104.52292441140025,1.0,Over / On Target
2023-06-20,1004,121.0,130,9.0,107.43801652892562,1.0,Over / On Target
2023-06-21,1002,1304.0,1392,88.0,106.74846625766872,0.5,Over / On Target
2023-06-22,1002,2165.0,2094,-71.0,96.72055427251732,1.0,Under Produced
2023-06-23,1005,358.0,350,-8.0,97.76536312849163,2.0,Under Produced
2023-06-24,1003,1404.0,1361,-43.0,96.93732193732194,0.0,Under Produced
2023-06-25,1001,2017.0,2124,107.0,105.3049082796232,2.0,Over / On Target
2023-06-26,1005,729.0,759,30.0,104.11522633744856,0.0,Over / On Target
2023-06-27,1005,958.0,933,-25.0,97.39039665970772,0.5,Under Produced
2023-06-28,1003,1863.0,1883,20.0,101.07353730542137,2.0,Over / On Target
2023-06-29,1001,1878.0,1921,43.0,102.28966986155486,1.0,Over / On Target
2023-06-30,1004,1961.0,1890,-71.0,96.37939826619072,2.0,Under Produced
2023-07-01,1004,2182.0,2023,-159.0,92.71310724106324,2.0,Under Produced
2023-07-02,1005,1868.0,1944,76.0,104.06852248394006,0.5,Over / On Target
2023-07-03,1001,1576.0,1589,13.0,100.8248730964467,1.0,Over / On Target
2023-07-04,1005,1082.0,1142,60.0,105.54528650646951,0.5,Over / On Target
2023-07-05,1002,1503.0,1530,27.0,101.79640718562875,0.5,Over / On Target
2023-07-06,1005,1778.0,1899,121.0,106.80539932508437,0.5,Over / On Target
2023-07-07,1005,1638.0,1659,21.0,101.28205128205127,1.0,Over / On Target
2023-07-08,1004,1598.0,1637,39.0,102.44055068836045,0.5,Over / On Target
2023-07-09,1004,1353.0,1436,83.0,106.13451589061344,1.0,Over / On Target
2023-07-10,1004,358.0,355,-3.0,99.16201117318437,1.0,Under Produced
2023-07-11,1002,1016.0,986,-30.0,97.04724409448819,0.0,Under Produced
2023-07-12,1004,349.0,326,-23.0,93.40974212034384,1.0,Under Produced
2023-07-13,1001,1140.0,1201,61.0,105.35087719298247,0.5,Over / On Target
2023-07-14,1003,937.0,968,31.0,103.3084311632871,0.5,Over / On Target
2023-07-15,1001,666.0,690,24.0,103.60360360360362,1.0,Over / On Target
2023-07-16,1001,394.0,383,-11.0,97.20812182741116,0.5,Under Produced
2023-07-17,1004,2087.0,1942,-145.0,93.0522280785817,2.0,Under Produced
2023-07-18,1003,1804.0,1682,-122.0,93.23725055432372,1.0,Under Produced
2023-07-19,1003,2086.0,2071,-15.0,99.28092042186002,0.5,Under Produced
2023-07-20,1003,168.0,171,3.0,101.78571428571428,1.0,Over / On Target
2023-07-21,1002,1287.0,1298,11.0,100.85470085470085,0.0,Over / On Target
2023-07-22,1004,909.0,923,14.0,101.54015401540153,0.0,Over / On Target
2023-07-23,1003,867.0,941,74.0,108.53517877739331,0.0,Over / On Target
2023-07-24,1002,1808.0,1794,-14.0,99.22566371681415,0.5,Under Produced
2023-07-25,1005,1344.0,1380,36.0,102.67857142857142,0.0,Over / On Target
2023-07-26,1005,1257.0,1292,35.0,102.78440731901352,2.0,Over / On Target
2023-07-27,1002,2064.0,2063,-1.0,99.9515503875969,0.5,Under Produced
2023-07-28,1002,1866.0,1910,44.0,102.35798499464094,1.0,Over / On Target
2023-07-29,1004,1774.0,1915,141.0,107.94813979706876,0.0,Over / On Target
2023-07-30,1004,570.0,617,47.0,108.24561403508773,0.5,Over / On Target
2023-07-31,1005,868.0,835,-33.0,96.19815668202764,0.5,Under Produced
2023-08-01,1003,1044.0,1116,72.0,106.89655172413792,1.0,Over / On Target
2023-08-02,1005,177.0,179,2.0,101.12994350282484,0.5,Over / On Target
2023-08-03,1003,1395.0,1365,-30.0,97.84946236559139,0.5,Under Produced
2023-08-04,1003,346.0,349,3.0,100.86705202312139,0.5,Over / On Target
2023-08-05,1004,112.0,121,9.0,108.03571428571428,1.0,Over / On Target
2023-08-06,1001,285.0,292,7.0,102.4561403508772,0.0,Over / On Target
2023-08-07,1001,2048.0,2006,-42.0,97.94921875,1.0,Under Produced
2023-08-08,1002,968.0,1002,34.0,103.51239669421489,0.5,Over / On Target
2023-08-09,1004,1367.0,1321,-46.0,96.6349670811997,1.0,Under Produced
2023-08-10,1003,1091.0,1038,-53.0,95.14207149404217,0.5,Under Produced
2023-08-11,1001,1333.0,1279,-54.0,95.9489872468117,0.5,Under Produced
2023-08-12,1003,471.0,456,-15.0,96.81528662420382,0.0,Under Produced
2023-08-13,1001,747.0,697,-50.0,93.3065595716198,2.0,Under Produced
2023-08-14,1001,1628.0,1564,-64.0,96.06879606879608,0.5,Under Produced
2023-08-15,1001,1906.0,1918,12.0,100.62959076600211,2.0,Over / On Target
2023-08-16,1004,1529.0,1479,-50.0,96.72988881621976,0.5,Under Produced
2023-08-17,1005,1914.0,1918,4.0,100.20898641588296,0.0,Over / On Target
2023-08-18,1003,1156.0,1242,86.0,107.439446366782,0.5,Over / On Target
2023-08-19,1004,1591.0,1625,34.0,102.1370207416719,0.0,Over / On Target
2023-08-20,1004,807.0,815,8.0,100.9913258983891,2.0,Over / On Target
2023-08-21,1004,1196.0,1143,-53.0,95.5685618729097,1.0,Under Produced
2023-08-22,1004,1830.0,1755,-75.0,95.90163934426229,1.0,Under Produced
2023-08-23,1004,1949.0,1825,-124.0,93.63776295536172,1.0,Under Produced
2023-08-24,1002,1450.0,1400,-50.0,96.55172413793103,0.5,Under Produced
2023-08-25,1003,1122.0,1068,-54.0,95.18716577540107,2.0,Under Produced
2023-08-26,1004,921.0,899,-22.0,97.61129207383279,0.0,Under Produced
2023-08-27,1003,1601.0,1510,-91.0,94.316052467208,1.0,Under Produced
2023-08-28,1002,296.0,284,-12.0,95.94594594594594,0.5,Under Produced
2023-08-29,1002,682.0,668,-14.0,97.94721407624634,2.0,Under Produced
2023-08-30,1003,1745.0,1677,-68.0,96.10315186246419,1.0,Under Produced
2023-08-31,1001,153.0,148,-5.0,96.73202614379085,2.0,Under Produced
2023-09-01,1005,1826.0,1854,28.0,101.53340635268347,0.5,Over / On Target
2023-09-02,1001,1522.0,1604,82.0,105.38764783180025,0.0,Over / On Target
2023-09-03,1001,1670.0,1580,-90.0,94.61077844311377,0.5,Under Produced
2023-09-04,1001,1159.0,1217,58.0,105.00431406384814,1.0,Over / On Target
2023-09-05,1004,1484.0,1520,36.0,102.42587601078168,1.0,Over / On Target
2023-09-06,1002,1191.0,1146,-45.0,96.22166246851386,0.0,Under Produced
2023-09-07,1001,1372.0,1469,97.0,107.06997084548104,0.5,Over / On Target
2023-09-08,1002,1181.0,1285,104.0,108.8060965283658,0.0,Over / On Target
2023-09-09,1003,151.0,139,-12.0,92.05298013245033,2.0,Under Produced
2023-09-10,1005,470.0,466,-4.0,99.14893617021276,0.0,Under Produced
2023-09-11,1003,1511.0,1588,77.0,105.09596293845136,1.0,Over / On Target
2023-09-12,1003,1429.0,1518,89.0,106.22813156053184,0.0,Over / On Target
2023-09-13,1004,1898.0,1837,-61.0,96.78609062170706,0.5,Under Produced
2023-09-14,1005,1114.0,1049,-65.0,94.16517055655295,2.0,Under Produced
2023-09-15,1003,608.0,611,3.0,100.49342105263158,0.0,Over / On Target
2023-09-16,1003,150.0,153,3.0,102.0,0.0,Over / On Target
2023-09-17,1005,1583.0,1651,68.0,104.29564118761844,0.0,Over / On Target
2023-09-18,1005,1992.0,1983,-9.0,99.54819277108435,0.5,Under Produced
2023-09-19,1003,1179.0,1178,-1.0,99.91518235793045,1.0,Under Produced
2023-09-20,1005,985.0,1036,51.0,105.17766497461929,0.5,Over / On Target
2023-09-21,1003,1179.0,1103,-76.0,93.55385920271416,1.0,Under Produced
2023-09-22,1003,761.0,752,-9.0,98.8173455978975,0.0,Under Produced
2023-09-23,1004,1361.0,1384,23.0,101.68993387215284,2.0,Over / On Target
2023-09-24,1001,1279.0,1361,82.0,106.41125879593432,1.0,Over / On Target
2023-09-25,1003,1566.0,1545,-21.0,98.65900383141762,2.0,Under Produced
2023-09-26,1002,355.0,351,-4.0,98.87323943661971,2.0,Under Produced
2023-09-27,1001,459.0,439,-20.0,95.64270152505446,0.5,Under Produced
2023-09-28,1001,493.0,497,4.0,100.81135902636917,0.5,Over / On Target
2023-09-29,1001,235.0,237,2.0,100.85106382978724,1.0,Over / On Target
2023-09-30,1004,877.0,865,-12.0,98.63169897377423,0.0,Under Produced
2023-10-01,1003,1591.0,1560,-31.0,98.05153991200503,0.5,Under Produced
2023-10-02,1004,1860.0,1872,12.0,100.64516129032258,0.0,Over / On Target
2023-10-03,1003,1279.0,1206,-73.0,94.29241594996091,0.5,Under Produced
2023-10-04,1004,2188.0,2162,-26.0,98.81170018281536,0.5,Under Produced
2023-10-05,1004,153.0,150,-3.0,98.0392156862745,0.0,Under Produced
2023-10-06,1002,2180.0,2178,-2.0,99.90825688073394,0.0,Under Produced
2023-10-07,1004,2059.0,1952,-107.0,94.80330257406509,1.0,Under Produced
2023-10-08,1005,1553.0,1683,130.0,108.37089504185447,0.0,Over / On Target
2023-10-09,1002,1524.0,1523,-1.0,99.93438320209974,2.0,Under Produced
2023-10-10,1004,346.0,364,18.0,105.20231213872833,0.0,Over / On Target
2023-10-11,1001,1397.0,1465,68.0,104.86757337151037,1.0,Over / On Target
2023-10-12,1005,479.0,486,7.0,101.46137787056368,0.5,Over / On Target
2023-10-13,1005,1420.0,1368,-52.0,96.3380281690141,0.0,Under Produced
2023-10-14,1005,210.0,214,4.0,101.9047619047619,0.5,Over / On Target
2023-10-15,1002,497.0,511,14.0,102.8169014084507,0.5,Over / On Target
2023-10-16,1004,737.0,753,16.0,102.17096336499321,2.0,Over / On Target
2023-10-17,1004,1863.0,1853,-10.0,99.46323134728931,1.0,Under Produced
2023-10-18,1001,1007.0,976,-31.0,96.92154915590864,0.0,Under Produced
2023-10-19,1001,1984.0,1969,-15.0,99.24395161290323,0.0,Under Produced
2023-10-20,1005,968.0,963,-5.0,99.48347107438018,0.5,Under Produced
2023-10-21,1001,508.0,532,24.0,104.72440944881889,0.0,Over / On Target
2023-10-22,1002,722.0,740,18.0,102.49307479224376,0.5,Over / On Target
2023-10-23,1004,1615.0,1556,-59.0,96.3467492260062,2.0,Under Produced
2023-10-24,1005,1998.0,2174,176.0,108.8088088088088,0.5,Over / On Target
2023-10-25,1001,1422.0,1452,30.0,102.1097046413502,1.0,Over / On Target
2023-10-26,1002,501.0,484,-17.0,96.6067864271457,1.0,Under Produced
2023-10-27,1002,319.0,302,-17.0,94.67084639498434,1.0,Under Produced
2023-10-28,1001,1969.0,1916,-53.0,97.3082783138649,0.0,Under Produced
2023-10-29,1004,573.0,554,-19.0,96.68411867364746,1.0,Under Produced
2023-10-30,1001,879.0,821,-58.0,93.40159271899886,2.0,Under Produced
2023-10-31,1005,117.0,114,-3.0,97.43589743589743,0.0,Under Produced
2023-11-01,1001,255.0,251,-4.0,98.4313725490196,0.5,Under Produced
2023-11-02,1002,2057.0,1925,-132.0,93.58288770053476,2.0,Under Produced
2023-11-03,1001,722.0,769,47.0,106.50969529085872,1.0,Over / On Target
2023-11-04,1004,1018.0,979,-39.0,96.16895874263261,0.0,Under Produced
2023-11-05,1003,946.0,964,18.0,101.90274841437632,0.5,Over / On Target
2023-11-06,1001,1269.0,1271,2.0,100.15760441292356,0.5,Over / On Target
2023-11-07,1004,697.0,758,61.0,108.75179340028693,0.5,Over / On Target
2023-11-08,1004,578.0,553,-25.0,95.67474048442907,0.5,Under Produced
2023-11-09,1002,1669.0,1685,16.0,100.95865787896945,0.0,Over / On Target
2023-11-10,1004,848.0,912,64.0,107.54716981132076,1.0,Over / On Target
2023-11-11,1004,508.0,538,30.0,105.90551181102362,1.0,Over / On Target
2023-11-12,1004,1716.0,1772,56.0,103.26340326340326,2.0,Over / On Target
2023-11-13,1004,1972.0,1950,-22.0,98.88438133874239,0.0,Under Produced
2023-11-14,1005,1841.0,1759,-82.0,95.5458989679522,1.0,Under Produced
2023-11-15,1005,199.0,209,10.0,105.0251256281407,0.0,Over / On Target
2023-11-16,1002,501.0,541,40.0,107.98403193612774,0.5,Over / On Target
2023-11-17,1001,1519.0,1509,-10.0,99.34167215273206,2.0,Under Produced
2023-11-18,1004,2025.0,2077,52.0,102.5679012345679,0.5,Over / On Target
2023-11-19,1001,757.0,751,-6.0,99.20739762219286,0.0,Under Produced
2023-11-20,1001,1812.0,1931,119.0,106.5673289183223,0.0,Over / On Target
2023-11-21,1002,433.0,419,-14.0,96.76674364896074,0.5,Under Produced
2023-11-22,1004,1482.0,1450,-32.0,97.84075573549258,1.0,Under Produced
2023-11-23,1004,1813.0,1766,-47.0,97.40761169332598,2.0,Under Produced
2023-11-24,1003,1286.0,1294,8.0,100.62208398133747,1.0,Over / On Target
2023-11-25,1001,1969.0,1863,-106.0,94.6165566277298,2.0,Under Produced
