store_id,product_id,warehouse,store_inventory,reorder_level,safety_stock,stock_status
S003,P0011,WH_WEST,247,98,49,OK
S003,P0012,WH_WEST,258,103,51,OK
S003,P0013,WH_WEST,456,182,91,OK
S003,P0014,WH_WEST,331,132,66,OK
S003,P0015,WH_NORTH,322,128,64,OK
S003,P0016,WH_WEST,283,113,56,OK
S003,P0017,WH_EAST,462,184,92,OK
S003,P0018,WH_SOUTH,485,194,97,OK
S003,P0019,WH_NORTH,216,86,43,OK
S003,P0020,WH_SOUTH,346,138,69,OK
S004,P0001,WH_NORTH,386,154,77,OK
S004,P0002,WH_WEST,340,136,68,OK
S004,P0003,WH_WEST,70,28,14,OK
S004,P0004,WH_EAST,198,79,39,OK
S004,P0005,WH_NORTH,368,147,73,OK
S004,P0006,WH_WEST,117,46,23,OK
S004,P0007,WH_EAST,448,179,89,OK
S004,P0008,WH_NORTH,241,96,48,OK
S004,P0009,WH_SOUTH,490,196,98,OK
S004,P0010,WH_SOUTH,412,164,82,OK
S004,P0011,WH_NORTH,321,128,64,OK
S004,P0012,WH_SOUTH,362,144,72,OK
S004,P0013,WH_SOUTH,395,158,79,OK
S004,P0014,WH_NORTH,369,147,73,OK
S004,P0015,WH_EAST,82,32,16,OK
S004,P0016,WH_NORTH,374,149,74,OK
S004,P0017,WH_SOUTH,242,96,48,OK
S004,P0018,WH_NORTH,149,59,29,OK
S004,P0019,WH_NORTH,477,190,95,OK
S004,P0020,WH_SOUTH,488,195,97,OK
S005,P0001,WH_WEST,286,114,57,OK
S005,P0002,WH_NORTH,246,98,49,OK
S005,P0003,WH_SOUTH,238,95,47,OK
S005,P0004,WH_NORTH,221,88,44,OK
S005,P0005,WH_NORTH,257,102,51,OK
S005,P0006,WH_SOUTH,162,64,32,OK
S005,P0007,WH_SOUTH,417,166,83,OK
S005,P0008,WH_SOUTH,268,107,53,OK
S005,P0009,WH_SOUTH,289,115,57,OK
S005,P0010,WH_SOUTH,488,195,97,OK
S005,P0011,WH_WEST,121,48,24,OK
S005,P0012,WH_NORTH,491,196,98,OK
S005,P0013,WH_WEST,314,125,62,OK
S005,P0014,WH_SOUTH,498,199,99,OK
S005,P0015,WH_EAST,499,199,99,OK
S005,P0016,WH_SOUTH,373,149,74,OK
S005,P0017,WH_SOUTH,222,88,44,OK
S005,P0018,WH_SOUTH,205,82,41,OK
S005,P0019,WH_WEST,109,43,21,OK
S005,P0020,WH_EAST,229,91,45,OK
S001,P0001,WH_EAST,418,167,83,OK
S001,P0002,WH_WEST,69,27,13,OK
S001,P0003,WH_NORTH,137,54,27,OK
S001,P0004,WH_NORTH,215,86,43,OK
S001,P0005,WH_NORTH,199,79,39,OK
S001,P0006,WH_EAST,386,154,77,OK
S001,P0007,WH_EAST,320,128,64,OK
S001,P0008,WH_EAST,186,74,37,OK
S001,P0009,WH_SOUTH,463,185,92,OK
S001,P0010,WH_NORTH,265,106,53,OK
S001,P0011,WH_WEST,113,45,22,OK
S001,P0012,WH_WEST,469,187,93,OK
S001,P0013,WH_NORTH,258,103,51,OK
S001,P0014,WH_SOUTH,167,66,33,OK
S001,P0015,WH_SOUTH,103,41,20,OK
S001,P0016,WH_NORTH,251,100,50,OK
S001,P0017,WH_EAST,359,143,71,OK
S001,P0018,WH_SOUTH,293,117,58,OK
S001,P0019,WH_NORTH,407,162,81,OK
S001,P0020,WH_WEST,274,109,54,OK
S002,P0001,WH_NORTH,96,38,19,OK
S002,P0002,WH_EAST,370,148,74,OK
S002,P0003,WH_EAST,350,140,70,OK
S002,P0004,WH_EAST,489,195,97,OK
S002,P0005,WH_WEST,74,29,14,OK
S002,P0006,WH_SOUTH,433,173,86,OK
S002,P0007,WH_NORTH,215,86,43,OK
S002,P0008,WH_EAST,469,187,93,OK
S002,P0009,WH_NORTH,308,123,61,OK
S002,P0010,WH_NORTH,284,113,56,OK
S002,P0011,WH_SOUTH,73,29,14,OK
S002,P0012,WH_WEST,57,22,11,OK
S002,P0013,WH_SOUTH,436,174,87,OK
S002,P0014,WH_EAST,271,108,54,OK
S002,P0015,WH_EAST,180,72,36,OK
S002,P0016,WH_SOUTH,177,70,35,OK
S002,P0017,WH_NORTH,157,62,31,OK
S002,P0018,WH_SOUTH,376,150,75,OK
S002,P0019,WH_EAST,203,81,40,OK
S002,P0020,WH_EAST,257,102,51,OK
S003,P0001,WH_WEST,147,58,29,OK
S003,P0002,WH_NORTH,462,184,92,OK
S003,P0003,WH_NORTH,228,91,45,OK
S003,P0004,WH_NORTH,330,132,66,OK
S003,P0005,WH_EAST,53,21,10,OK
S003,P0006,WH_SOUTH,142,56,28,OK
S003,P0007,WH_NORTH,330,132,66,OK
S003,P0008,WH_NORTH,221,88,44,OK
S003,P0009,WH_SOUTH,197,78,39,OK
S003,P0010,WH_EAST,294,117,58,OK
S003,P0011,WH_EAST,489,195,97,OK
S003,P0012,WH_SOUTH,70,28,14,OK
S003,P0013,WH_WEST,411,164,82,OK
S003,P0014,WH_SOUTH,421,168,84,OK
S003,P0015,WH_EAST,264,105,52,OK
S003,P0016,WH_WEST,220,88,44,OK
S003,P0017,WH_SOUTH,409,163,81,OK
S003,P0018,WH_NORTH,306,122,61,OK
S003,P0019,WH_NORTH,298,119,59,OK
S003,P0020,WH_NORTH,282,112,56,OK
S004,P0001,WH_NORTH,300,120,60,OK
S004,P0002,WH_WEST,136,54,27,OK
S004,P0003,WH_SOUTH,184,73,36,OK
S004,P0004,WH_NORTH,282,112,56,OK
S004,P0005,WH_SOUTH,470,188,94,OK
S004,P0006,WH_SOUTH,444,177,88,OK
S004,P0007,WH_WEST,110,44,22,OK
S004,P0008,WH_WEST,265,106,53,OK
S004,P0009,WH_EAST,389,155,77,OK
S004,P0010,WH_WEST,104,41,20,OK
S004,P0011,WH_EAST,226,90,45,OK
S004,P0012,WH_WEST,237,94,47,OK
S004,P0013,WH_WEST,417,166,83,OK
S004,P0014,WH_SOUTH,384,153,76,OK
S004,P0015,WH_EAST,459,183,91,OK
S004,P0016,WH_NORTH,375,150,75,OK
S004,P0017,WH_SOUTH,389,155,77,OK
S004,P0018,WH_NORTH,55,22,11,OK
S004,P0019,WH_EAST,122,48,24,OK
S004,P0020,WH_SOUTH,222,88,44,OK
S005,P0001,WH_EAST,239,95,47,OK
S005,P0002,WH_WEST,246,98,49,OK
S005,P0003,WH_EAST,229,91,45,OK
S005,P0004,WH_EAST,450,180,90,OK
S005,P0005,WH_WEST,131,52,26,OK
S005,P0006,WH_NORTH,79,31,15,OK
S005,P0007,WH_WEST,351,140,70,OK
S005,P0008,WH_NORTH,120,48,24,OK
S005,P0009,WH_EAST,440,176,88,OK
S005,P0010,WH_WEST,491,196,98,OK
S005,P0011,WH_EAST,158,63,31,OK
S005,P0012,WH_NORTH,357,142,71,OK
S005,P0013,WH_WEST,487,194,97,OK
S005,P0014,WH_SOUTH,378,151,75,OK
S005,P0015,WH_WEST,93,37,18,OK
S005,P0016,WH_SOUTH,75,30,15,OK
S005,P0017,WH_EAST,410,164,82,OK
S005,P0018,WH_WEST,178,71,35,OK
S005,P0019,WH_NORTH,374,149,74,OK
S005,P0020,WH_SOUTH,496,198,99,OK
S001,P0001,WH_NORTH,263,105,52,OK
S001,P0002,WH_NORTH,147,58,29,OK
S001,P0003,WH_EAST,146,58,29,OK
S001,P0004,WH_SOUTH,393,157,78,OK
S001,P0005,WH_EAST,180,72,36,OK
S001,P0006,WH_EAST,366,146,73,OK
S001,P0007,WH_WEST,142,56,28,OK
S001,P0008,WH_WEST,216,86,43,OK
S001,P0009,WH_NORTH,465,186,93,OK
S001,P0010,WH_WEST,412,164,82,OK
S001,P0011,WH_EAST,79,31,15,OK
S001,P0012,WH_SOUTH,331,132,66,OK
S001,P0013,WH_EAST,391,156,78,OK
S001,P0014,WH_SOUTH,265,106,53,OK
S001,P0015,WH_WEST,497,198,99,OK
S001,P0016,WH_EAST,122,48,24,OK
S001,P0017,WH_SOUTH,356,142,71,OK
S001,P0018,WH_EAST,447,178,89,OK
S001,P0019,WH_WEST,481,192,96,OK
S001,P0020,WH_NORTH,133,53,26,OK
S002,P0001,WH_NORTH,134,53,26,OK
S002,P0002,WH_WEST,308,123,61,OK
S002,P0003,WH_SOUTH,141,56,28,OK
S002,P0004,WH_WEST,440,176,88,OK
S002,P0005,WH_WEST,260,104,52,OK
S002,P0006,WH_NORTH,179,71,35,OK
S002,P0007,WH_NORTH,476,190,95,OK
S002,P0008,WH_NORTH,446,178,89,OK
S002,P0009,WH_WEST,83,33,16,OK
S002,P0010,WH_EAST,145,58,29,OK
S002,P0011,WH_SOUTH,425,170,85,OK
S002,P0012,WH_EAST,228,91,45,OK
S002,P0013,WH_NORTH,122,48,24,OK
S002,P0014,WH_NORTH,472,188,94,OK
S002,P0015,WH_NORTH,104,41,20,OK
S002,P0016,WH_EAST,348,139,69,OK
S002,P0017,WH_NORTH,257,102,51,OK
S002,P0018,WH_EAST,192,76,38,OK
S002,P0019,WH_NORTH,222,88,44,OK
S002,P0020,WH_NORTH,396,158,79,OK
S003,P0001,WH_SOUTH,192,76,38,OK
S003,P0002,WH_WEST,402,160,80,OK
S003,P0003,WH_EAST,95,38,19,OK
S003,P0004,WH_WEST,300,120,60,OK
S003,P0005,WH_EAST,281,112,56,OK
S003,P0006,WH_SOUTH,218,87,43,OK
S003,P0007,WH_SOUTH,439,175,87,OK
S003,P0008,WH_NORTH,176,70,35,OK
S003,P0009,WH_WEST,99,39,19,OK
S003,P0010,WH_NORTH,328,131,65,OK
S003,P0011,WH_EAST,256,102,51,OK
S003,P0012,WH_SOUTH,114,45,22,OK
S003,P0013,WH_NORTH,113,45,22,OK
S003,P0014,WH_WEST,500,200,100,OK
S003,P0015,WH_EAST,101,40,20,OK
S003,P0016,WH_EAST,450,180,90,OK
S003,P0017,WH_SOUTH,364,145,72,OK
S003,P0018,WH_WEST,300,120,60,OK
S003,P0019,WH_NORTH,218,87,43,OK
S003,P0020,WH_NORTH,249,99,49,OK
S004,P0001,WH_EAST,332,132,66,OK
S004,P0002,WH_WEST,376,150,75,OK
S004,P0003,WH_WEST,480,192,96,OK
S004,P0004,WH_EAST,127,50,25,OK
S004,P0005,WH_SOUTH,71,28,14,OK
S004,P0006,WH_NORTH,137,54,27,OK
S004,P0007,WH_WEST,458,183,91,OK
S004,P0008,WH_EAST,279,111,55,OK
S004,P0009,WH_NORTH,431,172,86,OK
S004,P0010,WH_WEST,310,124,62,OK
S004,P0011,WH_EAST,386,154,77,OK
S004,P0012,WH_SOUTH,111,44,22,OK
S004,P0013,WH_NORTH,384,153,76,OK
S004,P0014,WH_SOUTH,477,190,95,OK
S004,P0015,WH_SOUTH,484,193,96,OK
S004,P0016,WH_EAST,166,66,33,OK
S004,P0017,WH_WEST,119,47,23,OK
S004,P0018,WH_WEST,410,164,82,OK
S004,P0019,WH_EAST,177,70,35,OK
S004,P0020,WH_NORTH,344,137,68,OK
S005,P0001,WH_WEST,252,100,50,OK
S005,P0002,WH_SOUTH,298,119,59,OK
S005,P0003,WH_SOUTH,306,122,61,OK
S005,P0004,WH_WEST,414,165,82,OK
S005,P0005,WH_SOUTH,139,55,27,OK
S005,P0006,WH_WEST,237,94,47,OK
S005,P0007,WH_WEST,384,153,76,OK
S005,P0008,WH_NORTH,277,110,55,OK
S005,P0009,WH_EAST,488,195,97,OK
S005,P0010,WH_WEST,141,56,28,OK
S005,P0011,WH_EAST,405,162,81,OK
S005,P0012,WH_NORTH,185,74,37,OK
S005,P0013,WH_NORTH,384,153,76,OK
S005,P0014,WH_NORTH,132,52,26,OK
S005,P0015,WH_EAST,430,172,86,OK
S005,P0016,WH_WEST,338,135,67,OK
S005,P0017,WH_EAST,334,133,66,OK
S005,P0018,WH_NORTH,470,188,94,OK
S005,P0019,WH_NORTH,262,104,52,OK
S005,P0020,WH_EAST,476,190,95,OK
S001,P0001,WH_EAST,248,99,49,OK
S001,P0002,WH_WEST,256,102,51,OK
S001,P0003,WH_EAST,199,79,39,OK
S001,P0004,WH_WEST,266,106,53,OK
S001,P0005,WH_NORTH,94,37,18,OK
S001,P0006,WH_SOUTH,134,53,26,OK
S001,P0007,WH_NORTH,210,84,42,OK
S001,P0008,WH_NORTH,288,115,57,OK
S001,P0009,WH_NORTH,497,198,99,OK
S001,P0010,WH_SOUTH,183,73,36,OK
S001,P0011,WH_WEST,126,50,25,OK
S001,P0012,WH_NORTH,428,171,85,OK
S001,P0013,WH_SOUTH,390,156,78,OK
S001,P0014,WH_NORTH,441,176,88,OK
S001,P0015,WH_EAST,90,36,18,OK
S001,P0016,WH_WEST,101,40,20,OK
S001,P0017,WH_NORTH,400,160,80,OK
S001,P0018,WH_WEST,335,134,67,OK
S001,P0019,WH_EAST,77,30,15,OK
S001,P0020,WH_EAST,127,50,25,OK
S002,P0001,WH_WEST,402,160,80,OK
S002,P0002,WH_WEST,375,150,75,OK
S002,P0003,WH_WEST,495,198,99,OK
S002,P0004,WH_EAST,432,172,86,OK
S002,P0005,WH_EAST,248,99,49,OK
S002,P0006,WH_SOUTH,83,33,16,OK
S002,P0007,WH_SOUTH,50,20,10,OK
S002,P0008,WH_NORTH,104,41,20,OK
S002,P0009,WH_EAST,71,28,14,OK
S002,P0010,WH_SOUTH,113,45,22,OK
S002,P0011,WH_EAST,331,132,66,OK
S002,P0012,WH_WEST,351,140,70,OK
S002,P0013,WH_SOUTH,465,186,93,OK
S002,P0014,WH_WEST,144,57,28,OK
S002,P0015,WH_EAST,438,175,87,OK
S002,P0016,WH_SOUTH,77,30,15,OK
S002,P0017,WH_EAST,428,171,85,OK
S002,P0018,WH_WEST,475,190,95,OK
S002,P0019,WH_NORTH,182,72,36,OK
S002,P0020,WH_SOUTH,169,67,33,OK
S003,P0001,WH_NORTH,130,52,26,OK
S003,P0002,WH_SOUTH,332,132,66,OK
S003,P0003,WH_EAST,367,146,73,OK
S003,P0004,WH_EAST,143,57,28,OK
S003,P0005,WH_SOUTH,151,60,30,OK
S003,P0006,WH_NORTH,439,175,87,OK
S003,P0007,WH_SOUTH,275,110,55,OK
S003,P0008,WH_NORTH,480,192,96,OK
S003,P0009,WH_SOUTH,439,175,87,OK
S003,P0010,WH_SOUTH,275,110,55,OK
S003,P0011,WH_WEST,472,188,94,OK
S003,P0012,WH_EAST,134,53,26,OK
S003,P0013,WH_NORTH,71,28,14,OK
S003,P0014,WH_NORTH,343,137,68,OK
S003,P0015,WH_WEST,420,168,84,OK
S003,P0016,WH_EAST,220,88,44,OK
S003,P0017,WH_SOUTH,187,74,37,OK
S003,P0018,WH_EAST,249,99,49,OK
S003,P0019,WH_NORTH,495,198,99,OK
S003,P0020,WH_SOUTH,208,83,41,OK
S004,P0001,WH_EAST,348,139,69,OK
S004,P0002,WH_WEST,81,32,16,OK
S004,P0003,WH_SOUTH,403,161,80,OK
S004,P0004,WH_EAST,57,22,11,OK
S004,P0005,WH_WEST,164,65,32,OK
S004,P0006,WH_WEST,476,190,95,OK
S004,P0007,WH_EAST,112,44,22,OK
S004,P0008,WH_WEST,73,29,14,OK
S004,P0009,WH_EAST,105,42,21,OK
S004,P0010,WH_SOUTH,113,45,22,OK
S004,P0011,WH_SOUTH,272,108,54,OK
S004,P0012,WH_NORTH,152,60,30,OK
S004,P0013,WH_NORTH,168,67,33,OK
S004,P0014,WH_SOUTH,266,106,53,OK
S004,P0015,WH_SOUTH,138,55,27,OK
S004,P0016,WH_WEST,86,34,17,OK
S004,P0017,WH_WEST,307,122,61,OK
S004,P0018,WH_EAST,53,21,10,OK
S004,P0019,WH_WEST,391,156,78,OK
S004,P0020,WH_NORTH,178,71,35,OK
S005,P0001,WH_SOUTH,201,80,40,OK
S005,P0002,WH_EAST,168,67,33,OK
S005,P0003,WH_WEST,300,120,60,OK
S005,P0004,WH_EAST,435,174,87,OK
S005,P0005,WH_EAST,319,127,63,OK
S005,P0006,WH_NORTH,339,135,67,OK
S005,P0007,WH_WEST,139,55,27,OK
S005,P0008,WH_SOUTH,117,46,23,OK
S005,P0009,WH_WEST,427,170,85,OK
S005,P0010,WH_EAST,234,93,46,OK
S005,P0011,WH_WEST,173,69,34,OK
S005,P0012,WH_EAST,345,138,69,OK
S005,P0013,WH_NORTH,386,154,77,OK
S005,P0014,WH_WEST,173,69,34,OK
S005,P0015,WH_SOUTH,213,85,42,OK
S005,P0016,WH_EAST,430,172,86,OK
S005,P0017,WH_EAST,117,46,23,OK
S005,P0018,WH_NORTH,301,120,60,OK
S005,P0019,WH_WEST,177,70,35,OK
S005,P0020,WH_WEST,82,32,16,OK
S001,P0001,WH_WEST,497,198,99,OK
S001,P0002,WH_WEST,408,163,81,OK
S001,P0003,WH_EAST,380,152,76,OK
S001,P0004,WH_WEST,500,200,100,OK
S001,P0005,WH_EAST,97,38,19,OK
S001,P0006,WH_NORTH,128,51,25,OK
S001,P0007,WH_NORTH,137,54,27,OK
S001,P0008,WH_WEST,467,186,93,OK
S001,P0009,WH_SOUTH,391,156,78,OK
S001,P0010,WH_EAST,154,61,30,OK
S001,P0011,WH_SOUTH,55,22,11,OK
S001,P0012,WH_EAST,500,200,100,OK
S001,P0013,WH_NORTH,280,112,56,OK
S001,P0014,WH_NORTH,494,197,98,OK
S001,P0015,WH_SOUTH,247,98,49,OK
S001,P0016,WH_EAST,131,52,26,OK
S001,P0017,WH_EAST,208,83,41,OK
S001,P0018,WH_WEST,131,52,26,OK
S001,P0019,WH_NORTH,464,185,92,OK
S001,P0020,WH_SOUTH,289,115,57,OK
S002,P0001,WH_WEST,237,94,47,OK
S002,P0002,WH_SOUTH,97,38,19,OK
S002,P0003,WH_SOUTH,351,140,70,OK
S002,P0004,WH_EAST,91,36,18,OK
S002,P0005,WH_EAST,306,122,61,OK
S002,P0006,WH_SOUTH,217,86,43,OK
S002,P0007,WH_NORTH,308,123,61,OK
S002,P0008,WH_NORTH,256,102,51,OK
S002,P0009,WH_NORTH,323,129,64,OK
S002,P0010,WH_WEST,118,47,23,OK
S002,P0011,WH_EAST,201,80,40,OK
S002,P0012,WH_EAST,185,74,37,OK
S002,P0013,WH_NORTH,464,185,92,OK
S002,P0014,WH_NORTH,247,98,49,OK
S002,P0015,WH_SOUTH,112,44,22,OK
S002,P0016,WH_SOUTH,295,118,59,OK
S002,P0017,WH_WEST,318,127,63,OK
S002,P0018,WH_SOUTH,127,50,25,OK
S002,P0019,WH_NORTH,50,20,10,OK
S002,P0020,WH_SOUTH,285,114,57,OK
S003,P0001,WH_SOUTH,189,75,37,OK
S003,P0002,WH_SOUTH,339,135,67,OK
S003,P0003,WH_SOUTH,354,141,70,OK
S003,P0004,WH_WEST,442,176,88,OK
S003,P0005,WH_NORTH,318,127,63,OK
S003,P0006,WH_NORTH,146,58,29,OK
S003,P0007,WH_WEST,113,45,22,OK
S003,P0008,WH_WEST,109,43,21,OK
S003,P0009,WH_NORTH,158,63,31,OK
S003,P0010,WH_NORTH,110,44,22,OK
S003,P0011,WH_NORTH,132,52,26,OK
S003,P0012,WH_EAST,388,155,77,OK
S003,P0013,WH_WEST,263,105,52,OK
S003,P0014,WH_EAST,485,194,97,OK
S003,P0015,WH_EAST,159,63,31,OK
S003,P0016,WH_NORTH,136,54,27,OK
S003,P0017,WH_NORTH,175,70,35,OK
S003,P0018,WH_EAST,61,24,12,OK
S003,P0019,WH_NORTH,183,73,36,OK
S003,P0020,WH_SOUTH,476,190,95,OK
S004,P0001,WH_NORTH,216,86,43,OK
S004,P0002,WH_EAST,105,42,21,OK
S004,P0003,WH_WEST,84,33,16,OK
S004,P0004,WH_SOUTH,254,101,50,OK
S004,P0005,WH_EAST,233,93,46,OK
S004,P0006,WH_WEST,351,140,70,OK
S004,P0007,WH_NORTH,131,52,26,OK
S004,P0008,WH_EAST,419,167,83,OK
S004,P0009,WH_EAST,315,126,63,OK
S004,P0010,WH_WEST,304,121,60,OK
S004,P0011,WH_WEST,93,37,18,OK
S004,P0012,WH_SOUTH,231,92,46,OK
S004,P0013,WH_EAST,117,46,23,OK
S004,P0014,WH_EAST,228,91,45,OK
S004,P0015,WH_SOUTH,486,194,97,OK
S004,P0016,WH_EAST,314,125,62,OK
S004,P0017,WH_EAST,469,187,93,OK
S004,P0018,WH_EAST,222,88,44,OK
S004,P0019,WH_NORTH,79,31,15,OK
S004,P0020,WH_WEST,476,190,95,OK
S005,P0001,WH_EAST,401,160,80,OK
S005,P0002,WH_WEST,150,60,30,OK
S005,P0003,WH_NORTH,357,142,71,OK
S005,P0004,WH_SOUTH,92,36,18,OK
S005,P0005,WH_WEST,214,85,42,OK
S005,P0006,WH_NORTH,69,27,13,OK
S005,P0007,WH_WEST,217,86,43,OK
S005,P0008,WH_NORTH,392,156,78,OK
S005,P0009,WH_WEST,129,51,25,OK
S005,P0010,WH_WEST,279,111,55,OK
S005,P0011,WH_SOUTH,290,116,58,OK
S005,P0012,WH_NORTH,222,88,44,OK
S005,P0013,WH_NORTH,349,139,69,OK
S005,P0014,WH_EAST,174,69,34,OK
S005,P0015,WH_NORTH,300,120,60,OK
S005,P0016,WH_SOUTH,139,55,27,OK
S005,P0017,WH_WEST,389,155,77,OK
S005,P0018,WH_SOUTH,464,185,92,OK
S005,P0019,WH_EAST,490,196,98,OK
S005,P0020,WH_WEST,302,120,60,OK
S001,P0001,WH_EAST,298,119,59,OK
S001,P0002,WH_WEST,143,57,28,OK
S001,P0003,WH_NORTH,356,142,71,OK
S001,P0004,WH_EAST,191,76,38,OK
S001,P0005,WH_WEST,346,138,69,OK
S001,P0006,WH_WEST,73,29,14,OK
S001,P0007,WH_SOUTH,461,184,92,OK
S001,P0008,WH_EAST,319,127,63,OK
S001,P0009,WH_EAST,468,187,93,OK
S001,P0010,WH_WEST,322,128,64,OK
S001,P0011,WH_NORTH,62,24,12,OK
S001,P0012,WH_NORTH,112,44,22,OK
S001,P0013,WH_SOUTH,195,78,39,OK
S001,P0014,WH_SOUTH,411,164,82,OK
S001,P0015,WH_EAST,433,173,86,OK
S001,P0016,WH_NORTH,86,34,17,OK
S001,P0017,WH_NORTH,351,140,70,OK
S001,P0018,WH_WEST,351,140,70,OK
S001,P0019,WH_EAST,233,93,46,OK
S001,P0020,WH_WEST,167,66,33,OK
S002,P0001,WH_EAST,148,59,29,OK
S002,P0002,WH_NORTH,341,136,68,OK
S002,P0003,WH_EAST,156,62,31,OK
S002,P0004,WH_NORTH,422,168,84,OK
S002,P0005,WH_WEST,389,155,77,OK
S002,P0006,WH_EAST,383,153,76,OK
S002,P0007,WH_NORTH,68,27,13,OK
S002,P0008,WH_SOUTH,115,46,23,OK
S002,P0009,WH_NORTH,111,44,22,OK
S002,P0010,WH_WEST,379,151,75,OK
S002,P0011,WH_SOUTH,373,149,74,OK
S002,P0012,WH_SOUTH,204,81,40,OK
S002,P0013,WH_SOUTH,267,106,53,OK
S002,P0014,WH_SOUTH,479,191,95,OK
S002,P0015,WH_NORTH,97,38,19,OK
S002,P0016,WH_NORTH,78,31,15,OK
S002,P0017,WH_WEST,481,192,96,OK
S002,P0018,WH_WEST,135,54,27,OK
S002,P0019,WH_WEST,310,124,62,OK
S002,P0020,WH_SOUTH,265,106,53,OK
S003,P0001,WH_NORTH,383,153,76,OK
S003,P0002,WH_WEST,272,108,54,OK
S003,P0003,WH_WEST,263,105,52,OK
S003,P0004,WH_NORTH,291,116,58,OK
S003,P0005,WH_EAST,120,48,24,OK
S003,P0006,WH_WEST,68,27,13,OK
S003,P0007,WH_WEST,250,100,50,OK
S003,P0008,WH_NORTH,473,189,94,OK
S003,P0009,WH_WEST,413,165,82,OK
S003,P0010,WH_NORTH,477,190,95,OK
S003,P0011,WH_WEST,412,164,82,OK
S003,P0012,WH_SOUTH,420,168,84,OK
S003,P0013,WH_EAST,362,144,72,OK
S003,P0014,WH_NORTH,348,139,69,OK
S003,P0015,WH_WEST,201,80,40,OK
S003,P0016,WH_EAST,187,74,37,OK
S003,P0017,WH_WEST,424,169,84,OK
S003,P0018,WH_WEST,479,191,95,OK
S003,P0019,WH_SOUTH,81,32,16,OK
S003,P0020,WH_WEST,160,64,32,OK
S004,P0001,WH_EAST,286,114,57,OK
S004,P0002,WH_WEST,183,73,36,OK
S004,P0003,WH_SOUTH,388,155,77,OK
S004,P0004,WH_NORTH,186,74,37,OK
S004,P0005,WH_EAST,470,188,94,OK
S004,P0006,WH_WEST,494,197,98,OK
S004,P0007,WH_WEST,326,130,65,OK
S004,P0008,WH_NORTH,317,126,63,OK
S004,P0009,WH_EAST,346,138,69,OK
S004,P0010,WH_NORTH,223,89,44,OK
S004,P0011,WH_NORTH,408,163,81,OK
S004,P0012,WH_EAST,134,53,26,OK
S004,P0013,WH_SOUTH,56,22,11,OK
S004,P0014,WH_EAST,129,51,25,OK
S004,P0015,WH_SOUTH,186,74,37,OK
S004,P0016,WH_NORTH,364,145,72,OK
S004,P0017,WH_EAST,70,28,14,OK
S004,P0018,WH_SOUTH,449,179,89,OK
S004,P0019,WH_NORTH,116,46,23,OK
S004,P0020,WH_SOUTH,234,93,46,OK
S005,P0001,WH_WEST,231,92,46,OK
S005,P0002,WH_WEST,145,58,29,OK
S005,P0003,WH_SOUTH,276,110,55,OK
S005,P0004,WH_WEST,386,154,77,OK
S005,P0005,WH_NORTH,173,69,34,OK
S005,P0006,WH_EAST,454,181,90,OK
S005,P0007,WH_SOUTH,115,46,23,OK
S005,P0008,WH_SOUTH,365,146,73,OK
S005,P0009,WH_WEST,475,190,95,OK
S005,P0010,WH_WEST,468,187,93,OK
S005,P0011,WH_EAST,487,194,97,OK
S005,P0012,WH_NORTH,211,84,42,OK
S005,P0013,WH_NORTH,196,78,39,OK
S005,P0014,WH_WEST,405,162,81,OK
S005,P0015,WH_SOUTH,429,171,85,OK
S005,P0016,WH_EAST,203,81,40,OK
S005,P0017,WH_EAST,94,37,18,OK
S005,P0018,WH_WEST,183,73,36,OK
S005,P0019,WH_NORTH,344,137,68,OK
S005,P0020,WH_EAST,433,173,86,OK
S001,P0001,WH_EAST,260,104,52,OK
S001,P0002,WH_EAST,62,24,12,OK
S001,P0003,WH_EAST,65,26,13,OK
S001,P0004,WH_WEST,225,90,45,OK
S001,P0005,WH_NORTH,179,71,35,OK
S001,P0006,WH_NORTH,56,22,11,OK
S001,P0007,WH_SOUTH,267,106,53,OK
S001,P0008,WH_SOUTH,307,122,61,OK
S001,P0009,WH_WEST,82,32,16,OK
S001,P0010,WH_EAST,151,60,30,OK
S001,P0011,WH_SOUTH,323,129,64,OK
S001,P0012,WH_WEST,83,33,16,OK
S001,P0013,WH_SOUTH,268,107,53,OK
S001,P0014,WH_NORTH,125,50,25,OK
S001,P0015,WH_EAST,448,179,89,OK
S001,P0016,WH_NORTH,241,96,48,OK
S001,P0017,WH_WEST,300,120,60,OK
S001,P0018,WH_WEST,96,38,19,OK
S001,P0019,WH_SOUTH,431,172,86,OK
S001,P0020,WH_EAST,234,93,46,OK
S002,P0001,WH_NORTH,283,113,56,OK
S002,P0002,WH_EAST,320,128,64,OK
S002,P0003,WH_WEST,386,154,77,OK
S002,P0004,WH_EAST,93,37,18,OK
S002,P0005,WH_EAST,54,21,10,OK
S002,P0006,WH_SOUTH,483,193,96,OK
S002,P0007,WH_NORTH,434,173,86,OK
S002,P0008,WH_WEST,65,26,13,OK
S002,P0009,WH_WEST,263,105,52,OK
S002,P0010,WH_SOUTH,162,64,32,OK
S002,P0011,WH_SOUTH,451,180,90,OK
S002,P0012,WH_SOUTH,314,125,62,OK
S002,P0013,WH_EAST,222,88,44,OK
S002,P0014,WH_SOUTH,316,126,63,OK
S002,P0015,WH_EAST,405,162,81,OK
S002,P0016,WH_NORTH,119,47,23,OK
S002,P0017,WH_NORTH,178,71,35,OK
S002,P0018,WH_SOUTH,173,69,34,OK
